52	num.lii
renforcement	n+m.strengthening@n+m.reinforcement
renforcer	v.enhance@v.strengthen@v.reinforce@v.bolster
renforcé	v.reinforced@a.reinforced@v.strengthened@a.strengthened@a.braced@v.bolstered@a.bolstered
renforts	n+m.reinforcements
renforçant	v.enhancing@v.strengthening@v.reinforcing@v.bracing
renfrew	n+m.renfrew
reniflage	n+m.snorting
reniflant	v.sniffing
reniflement	n+m.snort@n+m.sniff
renifler	v.snort@v.sniff@v.snuff@v.snorting
renifleur	n+m.sniffer
reniflé	v.sniffed@a.sniffed
renié	a.disclaimed
renne	n+m.reindeer
rennes	n+f.rennes
reno	n+m.reno
renoir	n+m.renoir
renommage	n+m.renaming
renommant	v.renaming
renommer	v.rename
renommé	a.renowned@v.renamed@a.renamed
renommée	n+f.fame@n+f.renown
renonce	v.waives
renoncer	v.waiving@v.forgo@v.forego@v.foregone
renoncer à	v.waive@v.relinquish@v.renounce
renonciation	n+f.waiver@n+f.waiving@n+f.renunciation
renonciations	n+f.waivers
renoncé	v.waived@a.waived@a.relinquished@v.renounced@a.renounced
renormalisation	n+f.renormalization
renouveau	n+m.revival
renouvelable	a.renewable@a.revolving
renouvelant	v.renewing
renouveler	v.renew
renouvelle	v.renews
renouvellement	n+m.renewal
renouvellements	n+m.renewals
renouvelé	v.renewed@a.renewed@a.redux
renseigné	v.inquired
rentabilité	n+f.profitability
rentable	a.profitable
rentablement	ad.profitably
rente	n+f.annuity
rentes	n+f.annuities
rentre	v.tucks
rentrer	v.tuck@v.reenter
rentré	v.tucked
rentrée	n+f.reentry
renuméroté	v.renumbered
renversant	a.knockout@v.spilling
renverse	v.spills@v.topples
renversement	n+m.reversal@n+m.rollover@n+m.overthrow@n+m.overturn@n+m.overturning@n+m.toppling
renverser	v.tip@v.spill@v.overthrow@v.overturn@v.topple@v.overturning@v.toppling@v.slop
renversé	v.spilled@a.spilled@v.overturned@a.overturned@a.bowled@v.overthrown@a.overthrown@v.toppled@a.toppled
renvoi	n+m.referral@n+m.dismissal
renvoie	v.refers@v.sacks
renvois	n+m.referrals
renvoyant	v.forwarding
renvoyer	v.sack@v.resend@v.remand
renvoyé en détention	v.remanded
rené	n+m.rene@a.reborn
renée	n+f.renee
renégat	n+m.renegade@a.renegade
renégate	n+f.renegade
renégats	n+m.renegades
repaire	n+m.lair@n+m.haunt@n+m.hideout
repaires	n+m.haunts
repas	n+m.meal@n+m.meals
repas-partage	n+m.potluck
repassage	n+m.ironing
repassant	v.ironing
repasse	v.irons
repasser	v.iron
repeindre	v.repaint
repensant	v.rethinking
repenser	v.rethink
repentance	n+f.repentance
replié	a.tucked
report	n+m.rollover@n+m.deferral@n+m.carryover@n+m.postponement@n+m.postponing@n+m.deferring
reportage	n+m.report@n+m.reportage
reporter	n+m.reporter@v.defer@v.postpone@v.reschedule@v.postponing
reporters	n+m.reporters
reporté	v.postponed@a.postponed
repos	n+m.rests@n+m.repose
reposant	a.restful
repose	v.relies@v.rests
reposer	v.rest@v.repose
repositionnement	n+m.repositioning
repositionner	v.reposition@v.repositioning
repostuler	v.reapply
reposé	v.rested@a.rested
repoussant	a.repulsive
repousse	v.wards@n+f.regrowth
repousser	v.ward@v.repel
reprenant	v.resuming
reprend	v.resumes
reprendre	v.resume@v.recapture@v.retake
repris	v.resumed@a.resumed@v.regained
repris possession	v.repossessed@a.repossessed
reprise	n+f.reprise@n+f.resumption@n+f.recapture@n+f.retake
reprise de possession	n+f.repossession
repriser	v.darn
reprisé	v.darned@a.darned
reproche	n+m.reproach
reprocher	v.reproach
reproductibilité	n+f.reproducibility
reproductible	a.reproducible@a.repeatable
reproductif	a.reproductive
reproduction	n+f.reproduction@n+f.repro
reproductions	n+f.reproductions
reproduire	v.reproduce@v.replicate
reproduisant	v.reproducing
reproduit	v.reproduced@v.bred@v.replicates@v.reproduces
reprogrammation	n+f.rescheduling
reprogrammer	v.rescheduling
reprogrammé	v.rescheduled@a.rescheduled
représailles	n+f.retaliation@n+f.reprisal@n+f.reprisals
représentant	n+m.representative@n+m.rep@v.representing@v.depicting@v.portraying
représentants	n+m.representatives@n+m.reps
représentatif	a.representative@a.representational
représentation	n+f.performance@n+f.representation@n+f.depiction@n+f.portrayal@n+f.picturing
représentations	n+f.representations@n+f.depictions@n+f.portrayals
représente	v.represents@v.depicts
représenter	v.represent@v.depict@v.portray
représenté	v.represented@a.represented@v.pictured@a.pictured@v.depicted@a.depicted
reptile	n+m.reptile@n+m.rept
reptiles	n+m.reptiles
repu	a.replete
republication	n+f.republication
republier	v.republish
republié	v.republished@a.republished
repulpeur	n+m.plumper
repère	v.spots
repérage	n+m.spotting
repérant	v.spotting
repérer	v.spot
repéreurs	n+m.spotters
repéré	v.spotted
requiem	n+m.requiem
requin	n+m.shark
requin-marteau	n+m.hammerhead
requins	n+m.sharks
requis	a.required@v.required@a.requisite
requise	a.requisite
requérant	n+m.petitioner
requérante	n+f.petitioner
requérants	n+m.claimants
requête	n+f.query
requêtes	n+f.queries
resceller	v.reseal
resoumettre	v.resubmit
respect	n+m.respect@n+f.observance
respectable	a.respectable
respectant	v.respecting@v.complying@v.abiding
respecte	v.respects@v.complies@v.abides
respecter	v.respect@v.comply@v.abide
respectif	a.respective@a+m.respective
respective	a+f.respective
respectivement	ad.respectively
respects	n+m.respects
respectueuse	a.respectful
respectueusement	ad.respectfully
respectueux	a.respectful
respecté	a.respected@v.respected@v.complied@v.adhered
respirant	v.breathing@a.breathable
respirateur	n+m.respirator@n+m.breather
respirateurs	n+m.respirators
respiration	n+f.breathing@n+f.resp@n+f.respiration
respiration sifflante	n+f.wheezing
respirations	n+f.breaths
respiratoire	a.respiratory
respire	v.breathes
respirer	v.breathe
respiré	v.breathed
resplendissant	a.resplendent
responsabilisant	v.empowering@a.empowering
responsabilisation	n+f.empowerment
responsabiliser	v.empower
responsabilisé	a.empowered
responsabilité	n+f.responsibility@n+f.liability@n+f.accountability@n+f.onus
responsabilités	n+f.responsibilities@n+f.liabilities
responsable	a.responsible@a.liable@a.accountable
responsables	n+m.perpetrators
ressemblance	n+f.resemblance@n+f.likeness
ressemblant	v.resembling
ressemble	v.resembles
ressembler	v.resemble
ressemblé	v.resembled
ressent	v.feels
ressenti	v.resented
ressentiment	n+m.resentment
ressentir	v.feel@v.resent
resserrant	v.tightening
resserre	v.tightens
resserrement	n+m.tightening
resserrer	v.tighten
resserré	v.tightened
ressort	n+m.spring
ressortissants	n+m.nationals
ressorts	n+m.springs
ressource	n+f.resource
ressources	n+f.resources
ressuscitant	v.reviving
ressusciter	v.resurrect
ressuscité	v.resurrected@a.resurrected
restant	v.remaining@a.remaining@v.staying@v.sticking@a.leftover
restaurant	n+m.restaurant@v.catering@v.restoring@n+m.eatery
restaurants	n+m.restaurants@n+m.diners@n+m.eateries
restaurateurs	n+m.restaurateurs
restauration	n+f.dining@n+f.catering@n+f.restoration
restaurations	n+f.restorations
restaure	v.restores
restaurer	v.restore@v.cater
restauré	v.restored@a.restored
reste	n+m.rest@v.remains@n+m.remainder@v.stays@n+m.remnant@n+m.leftover
rester	v.stay@v.remain
restes	n+m.remains@n+m.scraps@n+m.remnants@n+m.leftovers
restitue	v.renders
restitution	n+f.restitution@n+f.rendition
restreignant	v.restricting
restreindre	v.restrict
restreint	a.restricted@v.restricted@v.restricts
restrictif	a.restrictive@a.restricting@a.restraining
restriction	n+f.restriction
restrictions	n+f.restrictions@n+f.restraints
restrictive	a.restrictive
restructurant	v.restructuring
restructuration	n+f.restructuring@n+f.restructure
restructurer	v.restructure
restructuré	v.restructured@a.restructured
resté	v.stayed
resurfaçage	n+m.resurfacing
ret	n+m.ret
retaper	v.retype
retard	n+m.delay@n+m.retardation@n+m.retard@n+m.lagging
retardant	v.delaying
retardateur	n+m.retardant@a.retardant
retarde	v.delays
retarder	v.delay@v.retard
retards	n+m.delays@n+m.lags
retardé	v.delayed@a.delayed@a.retarded@v.retarded@v.lagged@a.lagged
retenant	v.retaining@v.withholding@v.restraining
retenir	v.retain@v.withhold@v.restrain@v.detain@v.bate
retenti	v.sounded
retentissant	v.resounding@a.resounding
retenu	v.retained@a.retained@v.withheld@a.withheld@v.restrained@a.restrained
retenue	n+f.restraint@n+f.withholding
retester	v.retest
retient	v.retains
retirant	v.withdrawing
retire	v.withdraws
retirer	v.remove@v.withdraw
retiré	v.withdrawn@a.withdrawn@v.withdrew
retombe	v.lapses
retombées	n+f.fallout@n+m.spillovers
retouche	n+f.retouching
retoucher	v.airbrush@v.retouching
retour	n+m.return@n+m.feedback@n+m.comeback@n+m.homecoming@n+m.reversion@n+m.reverting
retour au gîte	n+m.homing
retour de flamme	n+m.backfire
retour en arrière	n+m.flashback@n+m.throwback@n+m.rollback@n+m.backtracking
retournable	a.returnable
retournant	v.returning@v.flipping
retourne	v.returns@v.flips
retournement	n+m.turnaround
retourner	v.back@v.return@v.flip
retourné	v.returned@a.returned@v.reverted@v.flipped
retours	n+m.returns
retours en arrière	n+m.flashbacks
retrait	n+m.removal@n+m.withdrawal@v.withdrew@n+m.pullout
retraitant	v.reprocessing
retraite	n+f.retirement@n+f.pension@n+f.retreat@n+f.superannuation@n+f.retreating
retraitement	n+m.reprocessing
retraites	n+f.pensions@n+f.retreats@n+f.retirements
retraits	n+m.withdrawals
retraits au bâton	n+m.strikeouts
retraité	a.retired@v.retired@n+m.retiree@n+m.pensioner
retraitée	n+f.pensioner
retraitées	n+f.retirees
retraités	n+m.retirees@n+m.pensioners
retranché	a.entrenched@v.entrenched
retransmettant	v.relaying
retransmettre	v.retransmit
retransmis	v.relayed@v.retransmitted@a.retransmitted
retransmission	n+f.retransmission
retravail	n+m.rework
retravailler	v.rework@v.reworking
retravaillé	v.reworked
retriever	n+m.retriever
retrievers	n+m.retrievers
retrouver	v.retrieve@v.regain
retrouvé	v.regained
reuben	n+m.reuben
reuters	n+m.reuters
revanche	n+f.payback@n+f.rematch
revenant	v.returning
revendeur	n+m.dealer@n+m.reseller@n+m.scalper
revendeurs	n+m.dealers@n+m.resellers@n+m.touts
revendiquant	v.claiming
revendique	v.claims@v.asserts
revendiquer	v.claim@v.reclaim
revendiqué	v.claimed
revendre	v.resell@v.reselling
revendu	v.resold@a.resold
revenir	v.return@v.revert@v.recur@v.reverting
revenir en arrière	v.backtracking@v.backtrack
revente	n+f.resale@n+f.reselling
reventes	n+f.resales
revenu	n+m.income@n+m.revenue
revenus	n+m.earnings@n+m.revenues@n+m.incomes
revere	n+m.revere
revers	n+m.reverse@n+m.setback@n+m.lapel@n+m.setbacks@n+f.reverses@n+m.backhand
revient	v.reverts
revigorant	v.invigorating
revisitant	v.revisiting
revisiter	v.revisit
revisité	v.revisited@a.revisited
revitalisant	a.revitalizing
revitalisation	n+f.revitalization
revitaliser	v.revitalize@v.revitalizing
revitalisé	v.revitalized@a.revitalized
revivre	v.relive
revlon	n+m.revlon
revolver	n+m.revolver
revue	n+f.review@n+m.journal@n+f.magazine@n+f.revue
revues	n+f.magazines@n+f.journals
revêche	a.surly
revêt	v.dons
revêtement	n+m.coating@n+m.surfacing@n+m.cladding@n+m.sheeting@n+m.sheathing
revêtement de sol	n+m.flooring
revêtements	n+m.coatings@n+m.coverings@n+m.linings
revêtir	v.don@v.sheathing
revêtu	v.donned@a.donned
rex	n+m.rex
reyes	n+m.reyes
reykjavik	n+m.reykjavik
reynolds	n+m.reynolds
rezonage	n+m.rezoning
rezonant	v.rezoning
reçoit	v.gets@v.receives
reçu	v.received@a.received@n+m.receipt@v.fielded
reçus	n+m.receipts
rfcs	n+f.rfcs
rhapsodie	n+f.rhapsody
rhin	n+m.rhine
rhinite	n+f.rhinitis
rhinocéros	n+m.rhino@n+m.rhinoceros@n+m.rhinos
rhinoplastie	n+f.rhinoplasty
rhizome	n+m.rhizome
rho	n+m.rho
rhoda	n+f.rhoda
rhode	n+m.rhode
rhodes	n+f.rhodes
rhodium	n+m.rhodium
rhododendron	n+m.rhododendron
rhodésien	a.rhodesian
rhonda	n+f.rhonda
rhubarbe	n+f.rhubarb
rhum	n+m.rum
rhumatismal	a.rheumatic
rhumatisme	n+m.rheumatism
rhumatoïde	a.rheumatoid
rhume	n+m.cold
rhumes	n+m.colds
rhéa	n+f.rhea
rhéologie	n+f.rheology
rhésus	n+m.rhesus
rhétorique	n+f.rhetoric@a.rhetorical
rhône	n+m.rhone
ri	v.laughed
ria	n+f.ria
rial	n+m.rial
rialto	n+m.rialto
riant	v.laughing
riboflavine	n+f.riboflavin
ribose	n+m.ribose
ribosomal	a.ribosomal
ribosome	n+m.ribosome
ricane	v.snickers
ricanement	n+m.fleer
ricaner	v.fleer
ricardo	n+m.ricardo
richard	n+m.richard
richards	n+m.richards
richardson	n+m.richardson
riche	a.rich@a.wealthy@a.affluent
richement	ad.richly
richesse	n+f.wealth@n+f.richness
richesses	n+f.riches
richie	n+m.richie
richmond	n+m.richmond
richter	n+m.richter
rick	n+m.rick
rickey	n+m.rickey
ricky	n+m.ricky
rico	n+m.rico
ricocher	v.ricochet
ricochet	n+m.ricochet
ricotta	n+f.ricotta
ride	n+f.wrinkle@v.wrinkles
rideau	n+m.curtain
rideaux	n+m.curtains@n+m.drapes
rider	v.wrinkle
rides	n+f.wrinkles
ridicule	a.ridiculous@n+m.ridicule@a.ludicrous
ridiculement	ad.ridiculously
ridiculiser	v.ridicule
ridiculisé	v.ridiculed@a.ridiculed
ridley	n+m.ridley
ridé	v.wrinkled@a.wrinkled
riel	n+m.riel
riemann	n+m.riemann
rien	pron.nothing@n+m.nix
riesling	n+m.riesling
riff	n+m.riff
riffs	n+m.riffs
riga	n+f.riga
riggs	n+m.riggs
rigide	a.rigid@a.stiff
rigidement	ad.rigidly
rigidité	n+f.stiffness@n+f.rigidity
rigolade	n+f.lark
rigoureuse	a.rigorous
rigoureusement	ad.rigorously
rigoureux	a.rigorous
riley	n+m.riley
rimant	v.rhyming
rime	v.rhymes@n+f.rhyme@v.rimes
rimer	v.rhyme
rimes	n+f.rhymes
rimini	n+m.rimini
rimé	a.rhyming
rincer	v.flush@v.rinse@v.rinsing
rincé	v.flushed@v.rinsed@a.rinsed
ringard	a.cheesy@a.tacky@a.nerdy@a.corny
ringer	n+m.ringer
ringgit	n+m.ringgit
ringo	n+m.ringo
rinçage	n+m.rinse@n+m.flushing@n+m.rinsing
rinçant	v.flushing
rio	n+m.rio
rios	n+m.rios
ripley	n+m.ripley
ripon	n+m.ripon
riposter	v.retaliate
ripstop	n+m.ripstop
rire	v.laugh@n+m.laugh@n+m.laughter
rires	n+m.laughs
risible	a.laughable
risotto	n+m.risotto
risquant	v.risking
risque	n+m.risk@v.risks
risquer	v.risk@v.hazard
risques	n+m.risks@n+m.hazards
risqué	a.risky@a.risque@v.risked
risquée	a.risky
rit	v.laughs@n+m.rit
rita	n+f.rita
rital	n+m.wop
ritaline	n+f.ritalin
rite	n+m.rite
rites	n+m.rites
ritter	n+m.ritter
rituel	n+m.ritual@a.ritual
rituels	n+m.rituals
ritz	n+m.ritz
rivage	n+m.shore
rivages	n+m.shores@n+f.shorelines
rival	n+m.rival@a.rival
rivalisant	a.vying
rivalise	v.rivals@v.competes
rivaliser	v.compete@v.vie@v.contend@v.contended@v.vying
rivalisé	v.competed
rivalité	n+f.rivalry
rivalités	n+f.rivalries
rivant	v.riveting
rivaux	n+m.rivals
rive	n+f.shore@n+f.riverside
rivera	n+m.rivera
riverain	a.riparian@a.riverine
rives	n+f.shores
rivet	n+m.rivet
riveter	v.rivet
rivets	n+m.rivets
riveté	v.riveted
riviera	n+f.riviera
rivière	n+f.river@n+f.riv
rivières	n+f.rivers
rivète	v.rivets
riyad	n+m.riyadh
riyal	n+m.riyal
riz	n+m.rice
rizière	n+f.paddy
rms	n+m.rms
roadster	n+m.roadster
roanoke	n+f.roanoke
rob	n+m.rob
robbie	n+m.robbie
robbins	n+m.robbins
robby	n+m.robby
robe	n+f.dress@n+f.gown@n+f.robe
roberson	n+m.roberson
robert	n+m.robert
roberta	n+f.roberta
roberto	n+m.roberto
roberts	n+m.roberts
robertson	n+m.robertson
robes	n+f.dresses@n+f.gowns@n+f.robes
robin	n+m.robin
robinet	n+m.tap@n+m.faucet@n+m.spigot
robinets	n+m.taps@n+m.faucets
robinson	n+m.robinson
robles	n+m.robles
robot	n+m.robot@n+m.bot
robot d'indexation	n+m.crawler
robotique	n+f.robotics@a.robotic
robots	n+m.robots@n+m.bots
robots d'exploration	n+m.crawlers
robson	n+m.robson
robuste	a.robust@a.hardy@a.rugged@a.sturdy
robustesse	n+f.robustness
robyn	n+f.robyn
roc	n+m.roc
rocco	n+m.rocco
rocha	n+f.rocha
rochdale	n+m.rochdale
roche	n+f.roche
roche mère	n+f.bedrock
rochelle	n+f.rochelle
rocher	n+m.rock@n+m.boulder
rocher escarpé	n+m.crag
rochers	n+m.rocks@n+m.boulders
rochester	n+m.rochester
rocheuses	n+f.rockies
rocheux	a.rocky
rock	n+m.rock
rockabilly	n+m.rockabilly
rockaway	n+m.rockaway
rockefeller	n+m.rockefeller
rocker	n+m.rocker
rockeurs	n+m.rockers
rockford	n+m.rockford
rockhampton	n+m.rockhampton
rockingham	n+m.rockingham
rockville	n+f.rockville
rockwell	n+m.rockwell
rocky	n+m.rocky
rococo	n+m.rococo@a.rococo
roderick	n+m.roderick
rodger	n+m.rodger
rodgers	n+m.rodgers
rodney	n+m.rodney
rodrigo	n+m.rodrigo
rodriguez	n+m.rodriguez
rodéo	n+m.rodeo
roger	n+m.roger
rogers	n+m.rogers
roget	n+m.roget
rogner	v.crop
rognures	n+m.clippings@n+m.trimmings
roi	n+m.king
rois	n+m.kings
roitelet	n+m.wren
rojas	n+m.rojas
roland	n+m.roland
rolex	n+f.rolex
rolf	n+m.rolf
rollin	n+m.rollin
rollins	n+m.rollins
rom	n+f.rom
roma	n+m.roma
romagne	n+f.romagna
romain	a.roman@n+m.roman@a+m.roman
romaine	a+f.roman@n+f.romaine
romains	n+m.romans
roman	n+m.novel@n+m.romance@a.romanesque
romance	n+f.romance
romances	n+f.romances
romancier	n+m.novelist
romanciers	n+m.novelists
romancière	n+f.novelist
romani	n+m.romani@a.romani
romano	n+m.romano
romans	n+m.novels
romantique	a.romantic
romantiques	n+m.romantics
romantisme	n+m.romanticism
romarin	n+m.rosemary
rome	n+f.rome
romero	n+m.romero
romney	n+m.romney
rompre	v.rupture@v.sever
rompu	v.severed@v.ruptured@a.ruptured
roméo	n+m.romeo
ron	n+m.ron
ronald	n+m.ronald
ronce	n+f.brier@n+f.bramble
ronchonner	v.grouse
rond	a.round@a+m.round
rond-point	n+m.roundabout
ronda	n+f.ronda
ronde	a+f.round@n+f.ronde
rondelle	n+f.washer@n+m.puck
rondelles	n+m.washers
rondes	n+f.rounds
rondins	n+m.logs
rondo	n+m.rondo
ronflant	v.snoring
ronflement	n+m.snoring@n+m.snore
ronfler	v.snore
rongeur	n+m.rodent
rongeurs	n+m.rodents
ronnie	n+m.ronnie
ronronnement	n+m.purr
ronronner	v.purr
rooney	n+m.rooney
roosevelt	n+m.roosevelt
rootkit	n+m.rootkit
rootkits	n+m.rootkits
roper	n+m.roper
roque	n+m.roque
rory	n+m.rory
rosa	n+f.rosa
rosaire	n+m.rosary
rosalie	n+f.rosalie
rosalind	n+f.rosalind
rosario	n+m.rosario
roscoe	n+m.roscoe
roscommon	n+m.roscommon
rose	a.pink@n+m.pink@n+f.rose@a.rose@a.rosy
roseau	n+m.reed
roseaux	n+m.reeds
rosenberg	n+m.rosenberg
roses	n+f.roses@n+m.pinks
rosetta	n+f.rosetta
rosette	n+f.rosette
rosettes	n+f.rosettes
rosie	n+f.rosie
roslyn	n+f.roslyn
ross	n+m.ross
rosse	n+f.nag
rosses	n+m.nags
rossignol	n+m.nightingale
rossini	n+m.rossini
roswell	n+m.roswell
rosé	a.rosy
rosée	n+f.dew
rot	n+m.burp
rota	n+f.rota
rotateur	n+m.rotator
rotatif	a.rotary@a.rotating@a.rotational
rotation	n+f.spin@n+f.rotation@n+m.turnover
rotationnel	a.rotational
rotations	n+f.spins@n+f.rotations
roter	v.burp
roth	n+m.roth
rotherham	n+m.rotherham
rothschild	n+m.rothschild
rotin	n+m.rattan
rotonde	n+f.rotunda@n+f.roundhouse
rotor	n+m.rotor
rotors	n+m.rotors
rotorua	n+m.rotorua
rotterdam	n+m.rotterdam
rottweiler	n+m.rottweiler
rottweilers	n+m.rottweilers
rouage	n+m.cog
rouages	n+m.workings
rouan	a.roan@n+m.roan
rouble	n+m.rouble
roucoule	v.coos
roucoulement	int.coo
roucouler	v.coo
roue	n+f.wheel
roue arrière	n+f.wheelie
rouen	n+m.rouen
roues	n+f.wheels@n+m.wheelers
rouge	a.red@n+m.red@n+m.rouge@a.rouge@a.flushed
rouge à lèvres	n+m.lipstick
rouge-gorge	n+m.robin
rougeaud	a.ruddy
rougeole	n+f.measles
rougeoyant	v.glowing
rouges	n+m.reds
rouges-gorges	n+m.robins
rougeur	n+f.redness
rougeurs	n+f.flushes
rougeâtre	a.reddish
rougi	v.blushed
rougir	v.blush
rougissant	v.blushing@a.blushing
rougissement	n+m.blush
rougit	v.flushes
rouille	n+f.rust
rouiller	v.rust
rouillé	a.rusty@v.rusted@a.rusted
rouillée	a.rusty
roulant	v.rolling@v.wheeling
roulant trop vite	v.speeding
roule	v.rolls
rouleau	n+m.roll@n+m.roller@n+m.trundle
rouleau compresseur	n+m.steamroller
rouleaux	n+m.rolls@n+m.scrolls@n+m.rollers
roulement	n+m.rolling@n+m.bearing
roulements	n+m.bearings@n+m.rollovers
rouler	v.roll@v.ride@v.wheel@v.trundle
roulette	n+f.roulette@n+f.caster
roulettes	n+f.casters
roulé	v.rolled@a.rolled@v.wheeled
roumain	a.romanian@n+m.romanian@a.rumanian@n+m.rumanian
rounders	n+m.rounders
roupie	n+f.rupee@n+f.rupiah
roupies	n+f.rupees
roupiller	v.kip
rousse	n+f.redhead
rousseau	n+m.rousseau
rousses	n+f.redheads
roussillon	n+m.roussillon
routard	n+m.backpacker
routardes	n+f.backpackers
routards	n+m.backpackers
route	n+f.road@n+f.route
routes	n+f.roads@n+f.routes
routeur	n+m.router
routeurs	n+m.routers
routine	n+f.routine@n+f.rote
routines	n+f.routines
routinier	a.routine
rouvert	v.reopened
rouvrant	v.reopening
rouvre	v.reopens
rouvrir	v.reopen
roux	n+m.redhead@n+m.redheads@n+m.roux@a.rufous
rover	n+m.rover
rovers	n+m.rovers
rowan	n+m.rowan
rowe	n+m.rowe
rowland	n+m.rowland
rowling	n+f.rowling
roxanne	n+f.roxanne
roxy	n+f.roxy
roy	n+m.roy
royal	a.royal@a+m.royal@a.regal
royale	a+f.royal@a.regal
royalties	n+f.royalties
royaume	n+m.kingdom@n+m.realm
royaumes	n+m.realms@n+m.kingdoms
royauté	n+f.royalty
royaux	n+m.royals
royce	n+m.royce
rps	n+m.rps
rte	n+m.rte
ruade	n+m.bucking
ruban	n+m.tape@n+m.ribbon
rubans	n+m.tapes@n+m.ribbons
rubbermaid	n+m.rubbermaid
ruben	n+m.ruben
rubens	n+m.rubens
rubicon	n+m.rubicon
rubin	n+m.rubin
rubinstein	n+m.rubinstein
rubis	n+m.ruby@n+m.rubies
rubrique	n+f.heading@n+f.rubric
rubriques	n+f.headings@n+f.rubrics
ruby	n+f.ruby
rubéole	n+f.rubella
ruche	n+f.hive@n+f.beehive
ruches	n+f.hives
rudd	n+m.rudd
rude	a.rough
rudimentaire	a.rudimentary
rudolf	n+m.rudolf
rudolph	n+m.rudolph
rudy	n+m.rudy
rue	n+f.street@n+f.road@n+f.rue
ruelle	n+f.alley@n+f.backstreet
ruelles	n+f.alleys
ruer	v.bucking
rues	n+f.streets
rufiyaa	n+f.rufiyaa
rufus	n+m.rufus
rugby	n+m.rugby
rugi	v.roared
rugir	v.roar
rugissant	v.roaring@a.roaring
rugissement	n+m.roar
rugissements	n+m.roars
rugit	v.roars
rugosité	n+f.roughness
rugueux	a.rough@a.coarse@a.scratchy
ruinant	v.ruining
ruine	v.ruins@n+f.ruin
ruiner	v.ruin
ruines	n+f.ruins
ruiné	v.ruined@a.ruined
ruisseau	n+m.stream@n+m.creek@n+m.brook
ruisseaux	n+m.brooks@n+m.streams@n+m.creeks
ruissellement	n+m.runoff
ruiz	n+m.ruiz
rumba	n+f.rumba
rumeur	n+f.grapevine@n+f.rumour@v.rumoured
rumeurs	n+f.rumours
rumination	n+m.cud
ruminations	n+f.ruminations
rumsfeld	n+m.rumsfeld
rune	n+f.rune
runes	n+f.runes
rupert	n+m.rupert
rupture	n+f.break@n+f.severance@n+f.rupture@n+f.breakup
ruptures	n+f.breakdowns
rural	a.rural@a+m.rural
rurale	a+f.rural
rus	n+f.rus
ruse	n+f.guile@n+f.cunning@n+f.ruse@n+f.wile
ruses	n+f.wiles
rushes	n+m.dailies
rushmore	n+m.rushmore
ruskin	n+m.ruskin
russ	n+m.russ
russe	a.russian@n+m.russian
russel	n+m.russel
russell	n+m.russell
russes	n+m.russians
russie	n+f.russia
russo	n+m.russo
rusticité	n+f.hardiness
rustine	n+f.patch
rustines	n+f.patches
rustique	a.rustic
rusé	a.sly@a.crafty@a.cunning@a.foxy@a.shrewd@a.wily
rut	n+m.rut
rutabaga	n+m.swede
rutabagas	n+m.swedes
rutgers	n+m.rutgers
ruth	n+f.ruth
rutherford	n+m.rutherford
rutland	n+m.rutland
rutledge	n+m.rutledge
ruée	n+f.rush
rwanda	n+m.rwanda
rwandais	a.rwandan
rya	n+m.rya
ryan	n+m.ryan
ryder	n+m.ryder
rythme	n+m.beat@n+m.pace@n+m.rhythm@n+m.pacing
rythme cardiaque	n+m.heartbeat
rythmes	n+m.rhythms
rythmique	a.rhythmic
rythmé	v.paced@a.paced
râler	v.bitch
râpant	v.grating
râpe	v.grates
râper	v.grate
râpé	v.grated@a.grated
râteau	n+m.rake
râteaux	n+m.rakes
râteliers	n+f.racks
règle	n+f.rule@n+f.ruler@v.adjusts@v.settles
règlement	n+m.settlement@n+m.bylaw
règlements	n+f.regulations@n+m.settlements
règlements intérieurs	n+m.bylaws
règles	n+f.rules@n+f.rulers
règne	n+m.reign@v.reigns
règnes	n+m.reigns
réacteur	n+m.reactor
réacteurs	n+m.reactors
réactif	a.responsive@a.reactive@n+m.reagent
réactifs	n+m.reagents
réaction	n+f.reaction
réaction négative	n+f.backlash
réactionnaire	a.reactionary@n+m.reactionary
réactions	n+f.reactions
réactivation	n+f.reactivation
réactive	a.reactive
réactiver	v.reactivate
réactivité	n+f.responsiveness@n+f.reactivity
réactivé	v.reactivated@a.reactivated
réadmission	n+f.readmission
réaffectation	n+f.reallocation@n+f.reassignment
réaffecter	v.reassign
réaffecté	v.reassigned@a.reassigned
réaffirme	v.reaffirms
réaffirmer	v.reaffirm
réaffirmé	v.reaffirmed
réagi	v.reacted
réagir	v.react
réagissant	v.reacting
réagit	v.reacts
réalignement	n+m.realignment
réalisable	a.feasible@a.achievable@a.workable@a.attainable
réalisant	v.achieving@v.realizing@v.realising@v.effecting
réalisateur	n+m.director
réalisateurs	n+m.directors
réalisation	n+f.achievement@n+f.attainment@n+f.realization@n+f.accomplishment@n+f.realisation@n+f.fruition
réalisation de films	n+f.filmmaking
réalisations	n+f.achievements@n+f.accomplishments@n+f.embodiments@n+f.realizations
réalise	v.achieves@v.realizes@v.realises
réaliser	v.achieve@v.realize@v.accomplish@v.realise
réalisme	n+m.realism
réaliste	a.realistic@n+m.realist@a.realist@a.lifelike
réalisé	v.achieved@a.achieved@v.realized@v.realised@a.realised
réalité	n+f.reality@n+f.actuality
réalités	n+f.realities
réals	n+m.reals
réaménagement	n+m.redevelopment
réaménager	v.remodel
réanimation	n+f.resuscitation
réapparaître	v.reappear
réapprovisionnant	v.restocking
