the	art.—
trawl	v.जाल से मछली पकड़ना@n+m.ट्रॉल
shredding	v.कतरना@n+m.टुकड़े करना
risers	n+m.उठने वाले
searchers	n+m.खोजकर्ता
gamut	n+m.पूरी श्रेणी
czar	n+m.ज़ार
unedited	a.असंपादित
shattering	a.चकनाचूर करने वाला@v.तोड़ना
inhaler	n+m.इनहेलर
refute	v.खंडन करना
granularity	n+f.दानेदारपन
albatross	n+m.अल्बाट्रॉस
formalized	v.औपचारिक किया@a.औपचारिक
retraining	n+m.पुनर्प्रशिक्षण
certificated	a.प्रमाणित
amphibious	a.उभयचर@a.जल-थल
spicer	n+m.स्पाइसर
mush	n+m.गाढ़ा दलिया@v.गूदे जैसा बनाना
shudder	v.काँपना@n+f.कंपकंपी
surfboard	n+m.सर्फ़बोर्ड
eyesight	n+f.दृष्टि
parson	n+m.पादरी
infidelity	n+f.बेवफ़ाई
garfunkel	n+m.गार्फ़ंकेल
firemen	n+m.अग्निशामक
handguns	n+f.पिस्तौल
ideograph	n+m.भाववाचक चिह्न
contrived	a.बनावटी@v.योजना बनाई
papillon	n+m.पैपिलन
exhausts	v.थकाता है@n+m.निकास
opposites	n+m.विपरीत
dreamers	n+m.सपने देखने वाले
citywide	a.शहर भर में
stingray	n+f.स्टिंगरे
toscana	n+f.टोस्काना
franchisee	n+m.फ़्रैंचाइज़ी धारक
foal	n+m.बछड़ा
hesse	n+m.हेसे
slinky	a.चिकना@n+m.स्लिंकी
hesitated	v.हिचकिचाया
weatherproof	a.मौसम-प्रतिरोधी
precarious	a.अनिश्चित@a.ख़तरनाक
testifying	v.गवाही देना
postmenopausal	a.रजोनिवृत्ति के बाद
topographical	a.स्थलाकृतिक
instructing	v.निर्देश देना
dreary	a.नीरस@a.उदास
tuxedos	n+m.टक्सीडो
batters	n+m.बल्लेबाज़@v.मारता है
minivans	n+f.मिनीवैन
crispin	n+m.क्रिस्पिन
yerevan	n+m.येरेवान
horrid	a.भयावह@a.घृणित
scraper	n+m.खुरचनी
dryness	n+f.सूखापन
wreckage	n+m.मलबा
decl	n+f.घोषणा
paras	n+m.पैरा
lombardi	n+m.लोम्बार्डी
gophers	n+m.गोफ़र
brando	n+m.ब्रैंडो
multifunctional	a.बहुकार्यात्मक
noes	n+m.ना
relist	v.पुनः सूचीबद्ध करना
haworth	n+m.हॉवर्थ
dockers	n+m.गोदी मज़दूर
captives	n+m.बंदी
screwdrivers	n+m.पेचकस
despised	v.घृणा की@a.तिरस्कृत
guitarists	n+m.गिटारवादक
conqueror	n+m.विजेता
innocents	n+m.निर्दोष लोग
manta	n+f.मांटा
christa	n+f.क्रिस्टा
unprepared	a.अप्रस्तुत
dost	v.करता है
surfboards	n+m.सर्फ़बोर्ड
deteriorate	v.बिगड़ना@v.क्षीण होना
compo	n+m.कॉम्पो
treacherous	a.विश्वासघाती@a.ख़तरनाक
filet	n+m.फ़िलेट
infidel	n+m.काफ़िर@a.अविश्वासी
volley	n+f.वॉली@v.वॉली मारना
carnal	a.शारीरिक@a.कामुक
larceny	n+f.चोरी
midpoint	n+m.मध्य बिंदु
malagasy	n+m.मालागासी@a.मालागासी
versed	a.निपुण@a.कुशल
standardisation	n+f.मानकीकरण
matlock	n+m.मैटलॉक
nair	n+m.नायर
confronts	v.सामना करता है
polymorphic	a.बहुरूपी
phenomenology	n+f.घटना विज्ञान
substantiated	v.प्रमाणित किया@a.पुष्ट
cred	n+f.विश्वसनीयता
lorry	n+m.ट्रक
recaps	v.संक्षेप में दोहराता है@n+m.सारांश
parliaments	n+f.संसदें
mitigated	v.कम किया@a.शमित
resolver	n+m.समाधानकर्ता
youngster	n+m.युवा
enigmatic	a.रहस्यमय
anthropologist	n+m.मानवविज्ञानी
opcode	n+m.ऑपकोड
bridle	n+f.लगाम@v.लगाम लगाना
revamp	v.नया रूप देना@n+m.नवीनीकरण
herbarium	n+m.हर्बेरियम
stretcher	n+m.स्ट्रेचर
arista	n+f.अरिस्टा
unknowns	n+m.अज्ञात
kean	n+m.कीन
leila	n+f.लीला
berliner	n+m.बर्लिनवासी
chamomile	n+m.कैमोमाइल
mobilizing	v.एकत्र करना
wayland	n+m.वेलैंड
effecting	v.प्रभावित करना
ecol	n+f.पारिस्थितिकी
hallucinations	n+f.भ्रम
unravel	v.सुलझाना@v.खोलना
jayson	n+m.जेसन
prostatic	a.प्रोस्टेट संबंधी
smugglers	n+m.तस्कर
intimidate	v.डराना@v.धमकाना
rubens	n+m.रूबेन्स
oppenheimer	n+m.ओपेनहाइमर
android	n+m.एंड्रॉइड
galilee	n+f.गलील
primaries	n+f.प्राथमिक चुनाव
frenchman	n+m.फ़्रांसीसी
converges	v.मिलता है@v.एकत्र होता है
anisotropic	a.विषमदैशिक
tiller	n+m.किसान@n+m.पतवार
ambrosia	n+f.अमृत
springboard	n+m.स्प्रिंगबोर्ड
orifice	n+m.छेद@n+f.मुँह
rubella	n+f.रूबेला
constitutive	a.गठनात्मक
bragging	v.डींग मारना@n+f.शेखी
hordes	n+f.भीड़
guggenheim	n+m.गुगेनहाइम
sapphic	a.सैफ़िक
showcased	v.प्रदर्शित किया
beryl	n+m.बेरिल
cooperatively	ad.सहकारी रूप से
oshawa	n+m.ओशावा
forerunner	n+m.अग्रदूत
grinning	v.दाँत निकालकर हँसना@a.मुस्कुराता
triplets	n+m.तीन बच्चे
billionaire	n+m.अरबपति
leucine	n+m.ल्यूसीन
jobless	a.बेरोज़गार
slingshot	n+f.गुलेल
cutout	n+m.कटआउट
disgruntled	a.असंतुष्ट
slashed	v.काटा@a.कटा हुआ
watchful	a.सतर्क
resurrected	v.पुनर्जीवित किया@a.पुनरुत्थित
appalled	a.भौचक्का@v.हैरान हुआ
skyscrapers	n+m.गगनचुंबी इमारतें
silenced	v.चुप कराया@a.शांत
vanities	n+f.घमंड
beecher	n+m.बीचर
evaporated	v.वाष्पित हुआ@a.सूखा
democratization	n+f.लोकतंत्रीकरण
affliction	n+f.पीड़ा@n+m.कष्ट
intestines	n+f.आंतें
cilantro	n+m.धनिया
terracotta	n+f.टेराकोटा
garvey	n+m.गार्वे
saute	v.भूनना@a.भुना हुआ
dicaprio	n+m.डिकैप्रियो
schuyler	n+m.स्कायलर
idyllic	a.मनोरम@a.सुंदर
gilliam	n+m.गिलियम
certiorari	n+m.प्रमाणपत्र
satchel	n+m.बस्ता
contributory	a.योगदान करने वाला
peruse	v.ध्यान से पढ़ना
giggles	v.खिलखिलाता है@n+f.खिलखिलाहट
revel	v.मौज करना@n+f.मौज-मस्ती
alleys	n+f.गलियाँ
crucifixion	n+f.सूली पर चढ़ाना
suture	n+f.सिलाई@v.सिलना
jacobi	n+m.जैकोबी
buford	n+m.बुफ़र्ड
balfour	n+m.बालफ़ोर
madly	ad.पागलों की तरह
stiller	n+m.स्टिलर
experimented	v.प्रयोग किया
calipers	n+m.कैलिपर
penalized	v.दंडित किया
pyruvate	n+m.पायरूवेट
loggers	n+m.लकड़हारे
steeped	a.डूबा हुआ@v.भिगोया
kissinger	n+m.किसिंजर
whew	int.हाय
orchestrated	v.आयोजित किया@a.व्यवस्थित
gripe	v.शिकायत करना@n+f.शिकायत
summa	n+f.सुम्मा
eyelids	n+f.पलकें
conformational	a.संरूपणात्मक
choreographer	n+m.कोरियोग्राफ़र
impressionism	n+m.प्रभाववाद
thereupon	ad.तब फिर
archers	n+m.धनुर्धर
steamers	n+m.स्टीमर
bubbling	v.बुलबुलाना@a.बुलबुलाता
forbids	v.मना करता है
disdain	n+f.तिरस्कार@v.तिरस्कार करना
exhausting	a.थकाऊ@v.थकाना
absurdity	n+f.बेतुकापन
magnified	v.बड़ा किया@a.आवर्धित
horsemen	n+m.घुड़सवार
alabaster	n+m.संगमरमर
reigning	a.शासक@v.राज करना
deane	n+m.डीन
abnormality	n+f.असामान्यता
zara	n+f.ज़ारा
varicose	a.वैरिकोज़
newtonian	a.न्यूटनी
genova	n+f.जेनोवा
bribes	n+f.रिश्वतें@v.रिश्वत देना
kidnap	v.अपहरण करना@n+m.अपहरण
coercive	a.बलपूर्वक
romanticism	n+m.रोमांसवाद
federations	n+f.संघ
urination	n+f.पेशाब
cautionary	a.चेतावनी देने वाला
escalate	v.बढ़ाना@v.तीव्र करना
spotters	n+m.पहचानने वाले
reinstate	v.बहाल करना
mitral	a.मिट्रल
unthinkable	a.असोचनीय
lowly	a.साधारण@a.नीच
antisocial	a.समाजविरोधी
gangsters	n+m.गुंडे
daemons	n+m.डेमन
outburst	n+m.विस्फोट@n+f.भड़क
foundational	a.मूलभूत
scant	a.अल्प@a.कम
mattered	v.मायने रखा
fitzroy	n+m.फ़िट्ज़रॉय
huntley	n+m.हंटले
kanpur	n+m.कानपुर
raspberries	n+f.रास्पबेरी
sorely	ad.बुरी तरह
pail	n+f.बाल्टी
isotropic	a.समदैशिक
enlaces	n+m.लिंक
obtainable	a.प्राप्त करने योग्य
rubinstein	n+m.रूबिनस्टीन
elvira	n+f.एलविरा
flier	n+m.उड़ने वाला@n+f.पर्चा
mastiff	n+m.मास्टिफ़
drummers	n+m.ड्रमर
carcinogenic	a.कैंसरकारी
reformer	n+m.सुधारक
mercado	n+m.मर्काडो
solemnly	ad.गंभीरता से
dekker	n+m.डेकर
supercharged	a.सुपरचार्ज्ड
liberally	ad.उदारता से
dahlia	n+f.डहलिया
primavera	n+f.प्रिमावेरा
timescale	n+f.समय सीमा
concentric	a.संकेंद्रित
fico	n+m.फ़ीको
loin	n+f.कमर@n+m.लोइन
overwritten	v.ऊपर लिखा@a.ओवरराइटन
kor	n+m.कोर
unwarranted	a.अनुचित
marmalade	n+m.मुरब्बा
terminally	ad.अंतिम रूप से
sandoval	n+m.सैंडोवल
breyer	n+m.ब्रेयर
kochi	n+m.कोच्चि
pirated	a.पायरेटेड@v.चुराया
applauded	v.तालियाँ बजाईं
leavers	n+m.छोड़ने वाले
ravine	n+f.घाटी
aquifers	n+m.जलभृत
rescuers	n+m.बचावकर्ता
exponents	n+m.घातांक@n+m.समर्थक
revitalize	v.पुनर्जीवित करना
brice	n+m.ब्राइस
californians	n+m.कैलिफ़ोर्निया वासी
procuring	v.प्राप्त करना
permeable	a.पारगम्य
pours	v.उंडेलता है
napalm	n+m.नापाम
leer	v.कुटिल दृष्टि से देखना@n+f.कुटिल दृष्टि
nave	n+f.गर्भगृह
racetrack	n+m.रेसट्रैक
arranges	v.व्यवस्थित करता है
riveting	a.दिलचस्प@v.जकड़ना
absorbers	n+m.अवशोषक
valhalla	n+m.वलहल्ला
biweekly	a.पाक्षिक@ad.दो सप्ताह में एक बार
adoration	n+f.पूजा@n+m.आराधना
hows	n+m.तरीके
derailed	v.पटरी से उतरा@a.विफल
amity	n+f.मित्रता
superiors	n+m.वरिष्ठ अधिकारी
decanter	n+m.सुराही
starve	v.भूखों मरना@v.भूखा रखना
leek	n+m.लीक
shortness	n+f.कमी@n+f.छोटापन
fid	n+m.फ़िड
monologues	n+m.एकालाप
subroutines	n+f.उपदिनचर्या
subspecies	n+f.उपजाति
fronted	v.सामने किया@a.सामने वाला
lightest	a.सबसे हल्का
banquets	n+m.भोज
picnics	n+f.पिकनिक
compulsion	n+f.मजबूरी
prerogative	n+m.विशेषाधिकार
broiler	n+m.ब्रॉयलर
ctn	n+m.कार्टन
akbar	n+m.अकबर
abscess	n+m.फोड़ा
paraphernalia	n+f.सामग्री
heretofore	ad.अब तक
skimpy	a.अपर्याप्त@a.छोटा
memento	n+m.यादगार
lina	n+f.लीना
reflexive	a.सहज@a.परावर्ती
tumbled	v.गिरा@v.लुढ़का
masterful	a.कुशल@a.प्रभुत्वशाली
insoluble	a.अघुलनशील
drool	v.लार टपकाना@n+f.लार
exchangers	n+m.विनिमयक
sepsis	n+m.सेप्सिस
oscillators	n+m.दोलित्र
choline	n+m.कोलीन
doolittle	n+m.डूलिटल
trikes	n+f.तिपहिया साइकिल
removers	n+m.हटाने वाले
diffuser	n+m.विसारक
rouble	n+m.रूबल
kamasutra	n+m.कामसूत्र
postnatal	a.प्रसवोत्तर
repressive	a.दमनकारी
koizumi	n+m.कोइज़ुमी
clos	n+m.क्लो
sweeter	a.अधिक मीठा
mattie	n+f.मैटी
spilling	v.गिराना@n+m.फैलाव
tallied	v.गिना@v.मिलान किया
niggas	n+m.नीग्रो
saucers	n+f.तश्तरियाँ
keying	v.टाइप करना@n+m.की-इंग
ballpoint	n+m.बॉलपॉइंट
lupin	n+m.ल्यूपिन
eidos	n+m.आइडोस
gondola	n+f.गोंडोला
computerised	a.कंप्यूटरीकृत
munoz	n+m.मुनोज़
elizabethan	a.एलिज़ाबेथन
orienteering	n+m.ओरिएंटियरिंग
spines	n+f.रीढ़
puss	n+f.बिल्ली
podiatry	n+f.पादचिकित्सा
truffle	n+m.ट्रफ़ल
amphitheatre	n+m.खुला रंगमंच
taka	n+m.टका
stupendous	a.अद्भुत@a.विशाल
flutter	v.फड़फड़ाना@n+f.फड़फड़ाहट
kalahari	n+m.कालाहारी
acumen	n+f.कुशाग्रता
blockage	n+f.रुकावट
shiver	v.काँपना@n+f.कंपकंपी
lumiere	n+m.लुमिएर
shatter	v.टूटना@v.चकनाचूर करना
obstet	n+f.प्रसूति विज्ञान
pickled	a.अचारयुक्त@v.अचार बनाया
cliche	n+m.घिसीपिटी बात
tolar	n+m.टोलर
chlorinated	a.क्लोरीनयुक्त@v.क्लोरीन मिलाया
hades	n+m.हेडीज़
hypothesized	v.परिकल्पना की
superimposed	v.ऊपर रखा@a.अध्यारोपित
upbringing	n+f.परवरिश
burdened	v.बोझ डाला@a.भारग्रस्त
newry	n+m.न्यूरी
zonal	a.क्षेत्रीय
unsustainable	a.अस्थिर
maas	n+m.मास
interdependent	a.परस्पर निर्भर
civics	n+f.नागरिक शास्त्र
literals	n+m.शाब्दिक
unanticipated	a.अप्रत्याशित
randal	n+m.रैंडल
seminoles	n+m.सेमिनोल
tabulated	v.सारणीबद्ध किया@a.सारणीबद्ध
dandelion	n+m.डंडेलियन
workloads	n+m.कार्यभार
chemo	n+f.कीमोथेरेपी
nuance	n+f.बारीकी
pretrial	a.मुकदमे से पहले
rotator	n+m.घूर्णक
myosin	n+m.मायोसिन
classmate	n+m.सहपाठी
catechism	n+m.धर्मशिक्षा
carpool	n+m.कारपूल@v.कारपूल करना
honky	n+m.गोरा
driftwood	n+f.बहती लकड़ी
rosalind	n+f.रोज़ालिंड
armpits	n+f.बगलें
caruso	n+m.कारुसो
joysticks	n+m.जॉयस्टिक
visualized	v.कल्पना की@a.दृश्यात्मक
clitoral	a.भगशेफ़ संबंधी
anointed	v.अभिषेक किया@a.अभिषिक्त
mythological	a.पौराणिक
convertibles	n+f.खुली छत वाली कारें
interspersed	v.बिखेरा@a.छितराया हुआ
horseman	n+m.घुड़सवार
oscilloscope	n+m.ओसिलोस्कोप
nervously	ad.घबराहट से
intruders	n+m.घुसपैठिए
dictators	n+m.तानाशाह
levees	n+m.तटबंध
chaparral	n+m.झाड़ी
decaying	v.सड़ना@a.क्षीण होता
hillel	n+m.हिलेल
pacheco	n+m.पचेको
slacker	n+m.आलसी
muses	n+f.देवियाँ@v.सोचता है
bandana	n+f.बंदना
padlock	n+m.ताला@v.ताला लगाना
oars	n+m.चप्पू
gilead	n+m.गिलाद
classed	v.वर्गीकृत किया@a.श्रेणीबद्ध
informer	n+m.मुख़बिर
pentecostal	a.पेंटेकोस्टल
freer	a.अधिक स्वतंत्र
extrapolation	n+f.बहिर्वेशन
fennel	n+m.सौंफ़
telemark	n+m.टेलीमार्क
calabria	n+f.कैलाब्रिया
dismantled	v.तोड़ा@a.विघटित
overcame	v.पार किया
exertion	n+f.परिश्रम
solidly	ad.ठोस रूप से
flywheel	n+m.फ़्लाईव्हील
affidavits	n+m.शपथपत्र
weaves	v.बुनता है@n+f.बुनाई
chimera	n+f.काल्पनिक जीव
handkerchief	n+m.रूमाल
futons	n+m.फ़्यूटन
interviewees	n+m.साक्षात्कार देने वाले
foaming	v.झाग निकलना@a.झागदार
tailors	n+m.दर्जी@v.सिलता है
barbarians	n+m.बर्बर
splendour	n+f.भव्यता
ital	a.इटैलिक
sheriffs	n+m.शेरिफ़
tassel	n+m.फुंदना
admiring	v.प्रशंसा करना@a.प्रशंसनीय
nondiscrimination	n+f.गैर-भेदभाव
harmonized	v.सामंजस्य किया@a.सुसंगत
khartoum	n+m.खार्तूम
leans	v.झुकता है
fixings	n+m.फ़िक्सिंग
leith	n+m.लीथ
kickboxing	n+m.किकबॉक्सिंग
baffled	a.हैरान@v.चकित किया
deming	n+m.डेमिंग
deactivated	v.निष्क्रिय किया@a.निष्क्रिय
wasteful	a.अपव्ययी
oligonucleotide	n+m.ओलिगोन्यूक्लियोटाइड
golgi	n+m.गोल्जी
hertford	n+m.हर्टफ़र्ड
stopwatch	n+f.स्टॉपवॉच
tripoli	n+m.त्रिपोली
maroc	n+m.मोरक्को
subscript	n+m.सबस्क्रिप्ट@a.अधोलिखित
refraction	n+f.अपवर्तन
grainger	n+m.ग्रेंजर
substandard	a.निम्नस्तरीय
penzance	n+m.पेनज़ेंस
fillets	n+m.फ़िलेट
aztecs	n+m.एज़्टेक
phoned	v.फ़ोन किया
consults	v.परामर्श करता है
convener	n+m.संयोजक
dailies	n+f.दैनिक समाचारपत्र
maury	n+m.मॉरी
foils	n+f.पन्नी@v.विफल करता है
retract	v.वापस लेना
commercialisation	n+f.व्यावसायीकरण
cardinality	n+f.गणनांक
inaudible	a.अश्रव्य
nurtured	v.पाला@a.पोषित
frantically	ad.पागलपन से
buoys	n+f.बोया@v.तैराना
insurances	n+f.बीमा
tinting	n+m.रंग चढ़ाना@v.रंगना
bushings	n+m.बुशिंग
radionuclide	n+m.रेडियोन्यूक्लाइड
typeface	n+m.टाइपफ़ेस
disintegration	n+f.विघटन
changeover	n+m.परिवर्तन
termites	n+f.दीमक
theologian	n+m.धर्मशास्त्री
decryption	n+f.डिक्रिप्शन
aquitaine	n+f.एक्विटेन
sigmund	n+m.सिगमंड
individualism	n+m.व्यक्तिवाद
starboard	n+m.दाहिना भाग@a.दाहिने तरफ़
precludes	v.रोकता है
burdensome	a.कठिन@a.भारी
alexei	n+m.एलेक्सी
protestors	n+m.प्रदर्शनकारी
signings	n+f.हस्ताक्षर
brest	n+m.ब्रेस्ट
renown	n+f.प्रसिद्धि@n+m.यश
murky	a.धुंधला@a.अस्पष्ट
parnell	n+m.पार्नेल
abl	n+m.एबीएल
truthfully	ad.सच्चाई से
tongs	n+m.चिमटा
perpetuate	v.कायम रखना
cyborg	n+m.साइबॉर्ग
vigo	n+m.विगो
yanks	v.झटका मारता है@n+m.अमेरिकी
clot	n+m.थक्का@v.जमना
imprints	n+f.छाप@v.अंकित करता है
cabal	n+m.षड्यंत्र@n+f.गुप्त मंडली
inflationary	a.मुद्रास्फीतिक
interwoven	a.गुंथा हुआ
beggar	n+m.भिखारी
cuddle	v.गले लगाना@n+m.आलिंगन
pard	n+m.तेंदुआ
workbooks	n+f.कार्यपुस्तिकाएँ
fallback	n+m.वैकल्पिक विकल्प@a.आरक्षित
permutations	n+f.क्रमचय
extinguished	v.बुझाया@a.बुझा हुआ
downer	n+m.निराशाजनक बात
silhouettes	n+f.छायाकृतियाँ
transferee	n+m.अंतरिती
quantitatively	ad.मात्रात्मक रूप से
abundantly	ad.प्रचुर मात्रा में
declination	n+f.अवनति@n+m.अस्वीकार
sheepdog	n+m.भेड़ का कुत्ता
cameraman	n+m.कैमरामैन
pinochet	n+m.पिनोचे
replicating	v.प्रतिकृति बनाना
excesses	n+m.अतिरेक@n+f.ज्यादतियाँ
mucous	a.श्लेष्म
poked	v.कोंचा@v.घुसाया
slashes	n+f.कटानें@v.काटता है
renovating	v.नवीनीकरण करना
paralympic	a.पैरालंपिक
cakewalk	n+f.आसान बात@n+m.केकवॉक
stinks	v.बदबू आती है@n+f.दुर्गंध
blackfoot	n+m.ब्लैकफुट
caricatures	n+f.कैरिकेचर
artiste	n+m.कलाकार
slicer	n+m.काटने वाला
repose	n+m.विश्राम@v.आराम करना
hasten	v.जल्दी करना
tendered	v.प्रस्तुत किया
temperance	n+f.संयम
sandburg	n+m.सैंडबर्ग
risque	a.अश्लील
operable	a.संचालन योग्य@a.ऑपरेशन योग्य
resembled	v.समान था
guerrillas	n+m.गुरिल्ला
helpfulness	n+f.सहायकता
omitting	v.छोड़ना
anzac	n+m.एंज़ैक
earthy	a.मिट्टी जैसा@a.सीधा-सादा
rabbis	n+m.रब्बी
mendelssohn	n+m.मेंडेल्सोहन
adored	v.पूजा की@a.प्रिय
embellished	v.सजाया@a.अलंकृत
feathered	a.पंखदार
aggrieved	a.व्यथित@a.पीड़ित
photojournalism	n+m.फोटो पत्रकारिता
assisi	n+m.असीसी
aggravating	a.बढ़ाने वाला@a.चिढ़ाने वाला
centaur	n+m.सेंटोर
rapist	n+m.बलात्कारी
insulted	v.अपमानित किया@a.अपमानित
pratchett	n+m.प्रैचेट
climatology	n+f.जलवायु विज्ञान
prioritization	n+f.प्राथमिकता निर्धारण
pinhole	n+m.सुई का छेद
bioengineering	n+f.जैव अभियांत्रिकी
fugitives	n+m.भगोड़े
dirac	n+m.डिरैक
alveolar	a.वायुकोशीय
lewinsky	n+f.लेविंस्की
passe	a.पुराना@a.बीता हुआ
anecdote	n+m.किस्सा
exorcist	n+m.भूत उतारने वाला
biofeedback	n+m.जैव प्रतिपुष्टि
honduran	a.होंडुरन@n+m.होंडुरन व्यक्ति
partake	v.भाग लेना@v.खाना
pseudonym	n+m.छद्म नाम
douche	n+m.डूश@v.धोना
altitudes	n+f.ऊँचाइयाँ
resistive	a.प्रतिरोधी
carolinas	n+f.कैरोलिनास
chubb	n+m.चब
snooper	n+m.जासूस
strikingly	ad.आश्चर्यजनक रूप से
firepower	n+f.गोलाबारी शक्ति
unmodified	a.अपरिवर्तित
keystroke	n+m.कुंजी दबाव
joyner	n+m.जॉयनर
rancher	n+m.पशुपालक
grocers	n+m.किराना व्यापारी
simulates	v.अनुकरण करता है
flathead	n+m.फ्लैटहेड
vesting	n+m.निहित होना@a.निहित
misspelled	a.गलत वर्तनी वाला
headcount	n+f.गिनती@n+m.कर्मचारियों की संख्या
panache	n+m.शान@n+f.तड़क-भड़क
hallelujah	int.हालेलूया@n+m.स्तुति गीत
morn	n+f.सुबह
cayuga	n+m.कायुगा
nob	n+m.रईस@n+m.सिर
bodyguard	n+m.अंगरक्षक
gnats	n+m.मच्छर
gubernatorial	a.राज्यपाल संबंधी
solon	n+m.सोलोन@n+m.विधायक
bauhaus	n+m.बॉहॉस
detract	v.कम करना@v.ध्यान हटाना
sarawak	n+m.सारावाक
sparky	a.जीवंत@n+m.स्पार्की
portraying	v.चित्रित करना
sysop	n+m.सिस्टम ऑपरेटर
factored	v.गुणनखंड किया
pitted	a.गड्ढेदार@v.टकराया
enlarging	v.बड़ा करना
eula	n+f.अंतिम उपयोगकर्ता लाइसेंस समझौता
wrecks	n+m.मलबे@v.नष्ट करता है
polymeric	a.बहुलक
bombardment	n+m.बमबारी
salivary	a.लार संबंधी
buckner	n+m.बकनर
dares	v.हिम्मत करता है@n+f.चुनौतियाँ
circadian	a.दैनिक चक्र संबंधी
analgesics	n+f.दर्दनाशक दवाइयाँ
flintshire	n+m.फ्लिंटशायर
siesta	n+f.दोपहर की नींद
satirical	a.व्यंग्यात्मक
phenotypic	a.लक्षणप्ररूपी
paar	n+m.पार
pelagic	a.महासागरीय
agronomy	n+f.कृषि विज्ञान
antoinette	n+f.एंटोइनेट
cynic	n+m.निंदक@a.निंदक
weightlifting	n+m.भारोत्तोलन
amenable	a.सहमत@a.उत्तरदायी
yugo	n+m.युगो
audiophile	n+m.श्रव्य प्रेमी
runways	n+f.रनवे
frowned	v.भौंहें चढ़ाईं
motorcycling	n+m.मोटरसाइकिल चलाना
testbed	n+m.परीक्षण स्थल
sass	n+f.ढिठाई@v.उद्दंडता से बोलना
fingerprinting	n+f.फिंगरप्रिंटिंग
tasking	n+m.कार्य सौंपना
rout	n+f.हार@v.भगाना
emulated	v.अनुकरण किया
pus	n+m.मवाद
tweaked	v.मोड़ा@v.समायोजित किया
rubies	n+m.माणिक
phonological	a.ध्वनि विज्ञान संबंधी
hatched	v.अंडे से निकला@a.रेखांकित
sketching	v.रेखाचित्र बनाना
faridabad	n+m.फरीदाबाद
snappy	a.तेज@a.फुर्तीला
hypocritical	a.पाखंडी
trample	v.रौंदना
colonic	a.बृहदांत्र संबंधी
courtship	n+m.प्रेमालाप
zircon	n+m.जिर्कन
cupboards	n+f.अलमारियाँ
ploy	n+f.चाल
tolerable	a.सहनीय
spellings	n+f.वर्तनियाँ
magi	n+m.मैगी@n+m.जादूगर
canopus	n+m.कैनोपस
brescia	n+m.ब्रेशिया
alonzo	n+m.अलोंज़ो
attenuated	a.क्षीण@v.कमजोर किया
wattage	n+m.वाटेज
puke	v.उल्टी करना@n+f.उल्टी
inefficiency	n+f.अक्षमता
expeditionary	a.अभियान संबंधी
amortized	v.परिशोधित किया
truckee	n+m.ट्रकी
humanistic	a.मानवतावादी
travelogue	n+m.यात्रा वृत्तांत
triglycerides	n+m.ट्राइग्लिसराइड्स
shotguns	n+f.बंदूकें
discounting	v.छूट देना@n+m.बट्टा
booms	n+m.तेजी@v.गरजता है
thirties	n+m.तीसवाँ दशक
swipe	v.चोरी करना@n+m.झटका
dionne	n+f.डायोन
demented	a.पागल
bonaparte	n+m.बोनापार्ट
upkeep	n+m.रखरखाव
truncation	n+f.कटौती
musketeers	n+m.बंदूकधारी
harrods	n+m.हैरोड्स
twickenham	n+m.ट्विकेनहैम
glee	n+f.खुशी@n+m.उल्लास
downgrade	v.अवनत करना@n+f.अवनति
biliary	a.पित्त संबंधी
dumpster	n+m.कूड़ेदान
universalist	n+m.सार्वभौमवादी@a.सार्वभौमवादी
resized	v.आकार बदला
yorkie	n+m.यॉर्की
japonica	n+f.जापोनिका
rehnquist	n+m.रेनक्विस्ट
megabyte	n+m.मेगाबाइट
forgets	v.भूल जाता है
ginsberg	n+m.गिन्सबर्ग
vivienne	n+f.विवियन
grapple	v.जूझना@n+m.पकड़
lowlands	n+m.निचले इलाके
inseam	n+m.अंदरूनी सिलाई
stimulants	n+m.उत्तेजक
pressurized	a.दबावयुक्त
sld	n+m.एसएलडी
faves	n+m.पसंदीदा
greenery	n+f.हरियाली
proverbial	a.कहावत संबंधी@a.मशहूर
histological	a.ऊतक विज्ञान संबंधी
clays	n+f.मिट्टियाँ
honeycomb	n+m.मधुमक्खी का छत्ता
tranquillity	n+f.शांति
denier	n+m.इनकार करने वाला@n+m.डेनियर
udo	n+m.उडो
reopening	n+m.पुनः खोलना@v.पुनः खोलना
monastic	a.मठवासी
uncles	n+m.चाचा
eph	n+m.इफिसियों
soared	v.ऊँचा उड़ा
quantifying	v.मात्रा निर्धारित करना
householders	n+m.गृहस्थ
nestor	n+m.नेस्टर
fumbles	v.टटोलता है@n+f.गलतियाँ
nitrite	n+m.नाइट्राइट
catchers	n+m.पकड़ने वाले
mouser	n+m.चूहा पकड़ने वाला
impediment	n+m.बाधा
pesto	n+m.पेस्टो
hel	n+f.हेल
anarchists	n+m.अराजकतावादी
ponderosa	n+f.पॉन्डेरोसा
transitioning	v.परिवर्तित होना
whoops	int.उफ़
perilous	a.खतरनाक
devonshire	n+m.डेवनशायर
tanto	n+m.तांतो
catamaran	n+m.कटमरान
preoperative	a.शल्यक्रिया पूर्व
violets	n+m.बैंगनी फूल
nether	a.निचला
helios	n+m.हेलियोस
wheelbase	n+m.व्हीलबेस
monomer	n+m.मोनोमर
nomads	n+m.खानाबदोश
biennium	n+m.द्विवार्षिक अवधि
coho	n+m.कोहो
ramble	v.घूमना@n+f.सैर
quartile	n+m.चतुर्थक
hexagon	n+m.षट्भुज
