Java语言	n.java
紫外线	n.ultraviolet@n.ultraviolet
紫外线的	a.ultraviolet@a.ultraviolet
紫水晶	n.amethyst
紫红色的	a.burgundy@a.plum
紫罗兰	n.violet@n.violet
紫胶	n.lac
紫色	n.purple
紫色的	a.purple@a.violet@a.violet@a.amethyst
累积	v.accrued
累积的	a.cumulative@a.accumulated@a.cumulative@a.accumulated
累计的	a.cumulative@a.cumulative
繁忙的	a.busy
繁殖	n.reproduction@v.reproduced@v.breed@n.breeding@v.breeds@v.reproduce@n.propagation@v.bred@v.reproduce@n.propagation@v.multiply@n.reproductions@v.bred@v.multiplying
繁殖的	a.reproductive@a.reproductive
繁殖者	n.breeder@n.breeder
繁荣	n.boom@v.boom@n.prosperity@v.thrive@v.thriving@n.prosperity@v.thrive@v.thriving@v.flourish@v.prosper
繁荣的	a.prosperous@a.prosperous@a.booming
繁重的	a.taxing
纠正	v.correct@n.correction@v.remedies@v.corrected@v.correcting@v.corrected@v.correcting
纠正的	a.corrective
纠缠	v.badger
红军	n.reds
红利	n.bonus@n.dividend@n.dividends@n.bonuses@n.dividend@n.dividends@n.bonuses
红发人	n.redhead@n.redhead
红发的	a.redhead
红外线	n.infrared
红外线的	a.infrared
红宝石	n.ruby
红晕	n.blush@n.blush
红木	n.rosewood@n.mahogany@n.redwood@n.rosewood
红杉	n.redwood@n.sequoia
红皮肤队	n.redskins
红皮队	n.redskins
红脖子	n.redneck
红色	n.red@n.rouge@n.reds
红色的	a.red@a.rouge
红衣主教	n.cardinal@n.cardinals@n.cardinal@n.cardinals
红雀队	n.cardinals
纤维	n.fibre@n.fibres@n.fibre@n.fibres
纤维化	n.fibrosis@n.fibrosis
纤维变性	n.fibrosis@n.fibrosis
纤维素	n.cellulose
约书亚	n.joshua
约会	n.date@v.date@n.dating@v.dating@v.dates@n.engagements@n.rendezvous@n.rendezvous
约克	n.york
约克人	n.yorker
约克球	n.yorker@n.yorker
约克郡	n.yorkshire
约定	n.engagements@v.stipulated
约定的	a.stipulated
约拿	n.jonah
约旦	n.jordan
约旦人	n.jordanian
约旦的	a.jordanian
约束	n.restrictions@n.constraints@n.restriction@v.bind@v.restrict@n.constraint@n.restraints@v.bind@v.restrict@n.constraint@n.inhibition@v.constrained@n.restraint@n.restraints
约束的	a.restrictive
约瑟夫	n.joseph@n.josef@n.josef
约瑟芬	n.josephine@n.josephine
约翰	n.john@n.johann
约翰内斯	n.johannes
约翰内斯堡	n.johannesburg@n.johannesburg
约翰尼	n.johnny
约翰尼斯	n.johannes
约翰斯	n.johns@n.johns
约翰斯顿	n.johnston@n.johnston
约翰逊	n.johnson
级别	n.level@n.levels
级数	n.progression
级联的	a.cascading
纪元	n.era@n.epoch@n.epoch
纪实文学	n.nonfiction
纪实的	a.nonfiction
纪录片	n.documentary@n.documentaries@n.documentaries
纪律	n.discipline
纪律的	a.disciplinary@a.disciplinary
纪念	v.remembered@n.remembrance@v.remembering@v.remembers@n.remembrance
纪念册	n.scrapbook
纪念品	n.memorabilia@n.souvenirs@n.souvenir@n.commemorative@n.souvenirs@n.souvenir@n.commemorative@n.keepsake
纪念物	n.souvenirs@n.souvenir@n.memorials@n.souvenir@n.memorials@n.keepsake
纪念的	a.memorial@a.commemorative@a.commemorative
纪念碑	n.monument@n.memorials@n.monument@n.monuments@n.memorials
纪念碑的	a.monumental
纪念馆	n.memorial
纬度	n.lat@n.latitude
纯净的	a.pure@a.purified
纯度	n.purity
纯洁	n.purity
纯的	a.pure
纯粹地	ad.purely@ad.purely
纯粹的	a.mere@a.sheer@a.sheer
纯素食者	n.vegan
纱	n.yarn
纱线	n.yarn@n.yarn@n.yarns
纲要	n.compendium@n.compendium
纳什	n.nash@n.nash
纳什维尔	n.nashville
纳尼亚	n.narnia@n.narnia
纳德	n.nader@n.nader
纳撒尼尔	n.nathaniel@n.nathaniel
纳普斯特	n.napster@n.napster
纳瓦霍人	n.navajo@n.navajo
纳瓦霍的	a.navajo@a.navajo
纳税人	n.taxpayer@n.taxpayers@n.taxpayer@n.taxpayers
纳米技术	n.nanotechnology
纳米比亚	n.namibia
纳粹	n.nazi@n.nazi
纳粹党人	n.nazis@n.nazis
纳粹分子	n.nazis
纳粹的	a.nazi@a.nazi
纳舒厄	n.nashua
纵向的	a.longitudinal
纵横字谜	n.crossword@n.crosswords
纵欲	n.orgy@n.orgies
纷争	n.strife
纸	n.paper
纸上谈兵的	a.armchair
纸巾	n.tissue@n.tissues@n.tissues@n.napkins
纸张	n.papers@n.sheet
纸条	n.slip
纸板	n.cardboard
纸板的	a.cardboard
纸浆	n.pulp@n.pulp
纸牌	n.cards
纸牌游戏	n.solitaire@n.solitaire
纸盒	n.carton@n.carton
纸箱	n.carton@n.carton
纹理	n.texture@n.texture@n.textures
纹身	n.tattoo@n.tattoos@v.tattoos@n.tattoos
纺	v.spun
纺成的	a.spun
纺纱	n.spinning@n.spinning
纺纱工	n.spinner
纺纱机	n.spinner
纺织品	n.textile@n.textiles@n.textile@n.textiles
纺织的	a.textile@a.textile@a.textiles
纺锤	n.spindle
纽卡斯尔	n.newcastle
纽埃	n.niue
纽带	n.bond@n.bonds
纽扣	n.buttons
纽曼	n.newman@n.newman
纽波特	n.newport
纽瓦克	n.newark@n.newark
纽维尔	n.newell
纽芬兰	n.newfoundland@n.newfoundland
纽马克特	n.newmarket
线	n.line@n.thread@n.lines@n.threads
线圈	n.coil@n.coils@n.coil@n.coils
线性的	a.linear
线条	n.stripes
线程	n.thread@n.threads@n.threading
线粒体的	a.mitochondrial
线索	n.clue@n.clue@n.clues
线路	n.circuits@n.circuitry
线轴	n.spool@n.spool
线锯	n.jigsaw
练习	v.practice@n.exercise@v.practices@n.exercises@v.practise@v.practise
练习册	n.workbook
组	n.group@n.groups
组件	n.components@n.module@n.component@n.modules
组合	n.combination@n.combo@v.combining@v.combines@n.combinations@n.combinations@n.combos
组合家具	n.sectional
组合式的	a.modular
组成	v.constitutes@n.composition@v.constitute@v.composed@v.forming@v.comprises@v.comprised@v.comprising@v.comprises@v.comprised@v.consisted@v.comprise@v.compose@v.constituted@v.composing
组成企业联合组织	v.syndicate
组成的	a.constituent
组成辛迪加	v.syndicated
组织	n.organization@n.organizations@n.organisation@v.organized@n.organisations@n.tissue@n.org@v.structured@v.organize@v.organizing@v.organised@n.tissues@v.organizing@v.organised@n.tissues@v.organise@v.organising
组织上的	a.organizational
组织的	a.organizational@a.organisational
组织者	n.organizer@n.organizers@n.organiser@n.organizer@n.organizers@n.organisers@n.organiser
组装	v.assembled@v.assembled@v.assemble@v.assembling
组装的	a.assembled@a.assembled
组队	v.teamed@v.teamed
绅士	n.gentleman@n.gentlemen@n.gentleman@n.gentlemen@n.gents
绅士阶层	n.gentry
细分	n.subdivision@n.subdivisions@n.segmentation@n.subdivisions
细化	n.detailing
细微的	a.subtle@a.subtle
细胞	n.cell@n.cells
细胞内的	a.intracellular@a.intracellular
细胞凋亡	n.apoptosis
细胞外的	a.extracellular@a.extracellular
细胞学	n.cytology
细胞的	a.cellular
细胞色素	n.cytochrome@n.cytochrome
细节	n.details@n.detail@n.specifics@n.particulars@n.detailing@n.particulars
细菌	n.bacteria@n.germ@n.germ
细菌性的	a.bacterial@a.bacterial
细菌的	a.bacterial@a.bacterial@a.microbial
细蜡烛	n.taper
细长的	a.slender
细面条	n.spaghetti
织女星	n.vega
织工	n.weaver@n.weaver
织布机	n.loom
织斜纹布	v.twill
织法	n.weave
织物	n.fabric@n.cloth@n.fabrics@n.fabrics@n.cloths
织补	v.darn@v.darn
织造	n.weaving@n.weaving
织锦	n.tapestry
终于	ad.finally@ad.eventually@ad.lastly@ad.lastly
终曲	n.finale
终极	n.ultima
终极的	a.ultimate
终止	n.termination@v.terminated@v.terminate@v.cease@n.demise@v.terminating@v.terminated@v.terminate@v.cease@v.ceased@n.demise@v.terminating@v.terminates@v.ceases
终止的	a.terminated@a.terminated
终止符	n.terminator
终点	n.finish@n.omega@n.endpoint@n.endpoint@n.terminus
终点站	n.terminus
终端	n.terminal@n.terminals@n.terminals
终结者	n.terminator
终身的	a.lifelong@a.lifelong
终身职位	n.tenure@n.tenure
绊倒	v.trip@v.trips@v.stumbled@v.stumbled@v.stumble
绍斯波特	n.southport
经	n.sutra@n.sutra
经典	n.classic@n.canon
经典作品	n.classics
经典的	a.classic@a.classical@a.canonical
经前综合症	n.pms@n.pms
经历	v.experience@v.experienced@v.experiences@v.experiencing@v.undergone@v.underwent@v.experiencing@n.histories@v.undergo@v.undergoing@v.undergone@v.underwent
经受	v.withstand@v.undergone@v.underwent
经常	ad.usually@ad.often@ad.frequently@ad.regularly@ad.constantly
经度	n.longitude@n.longitude@n.lon
经度的	a.longitudinal
经授权的	a.authorised@a.authorised
经文	n.scripture@n.scripture@n.scriptures
经期的	a.menstrual
经济	n.economy@n.economics@n.economies@n.economies@n.econ
经济上	ad.economically@ad.financially
经济体	n.economies
经济地	ad.economically
经济学	n.economics@n.econ
经济学家	n.economist@n.economist@n.economists
经济的	a.economic@a.economical
经济衰退	n.recession
经理	n.manager@n.managers@n.mgr@n.mgr
经理的	a.managerial
经由	prep.via
经纪业务	n.brokerage@n.brokerage
经纪人	n.agent@n.agents@n.broker@n.brokers
经线	n.meridian
经营	n.operating@v.managing@v.ran
经认证的	a.certified@a.authenticated
经过	prep.past
经过测试的	a.tested
经过深思熟虑的	a.considered
经过认证的	a.authenticated
经过试验的	a.tried
经销商	n.dealer@n.dealers@n.distributor@n.distributors@n.reseller@n.resellers@n.dealerships@n.resellers
经销权	n.dealership@n.dealerships
经陆路	ad.overland
经验	n.experience@n.experiences@n.exp
经验丰富的	a.seasoned
经验的	a.empirical@a.empirical@a.experiential
经验证的	a.validated
绑	v.bind@v.straps@v.binds
绑定	n.binding@v.binding@v.bound@v.bind@n.bindings
绑架	v.kidnapped@v.kidnapped@n.kidnapping@n.abduction
绒面革	n.suede
绒面革的	a.suede
结	n.knot@n.knots
结冰	n.icing
结冰的	a.icy@a.icy
结合	v.combined@n.combination@v.bond@v.couples@v.combine@n.conjunction@v.combining@v.combines@v.coupled@n.combinations@v.combining@v.combines@n.combinations@n.bonding@v.bonded
结合的	a.coupled
结块	v.cakes@v.lump
结婚	v.wed@v.wedding@n.marriage@v.married@v.marry@v.marry
结实的	a.sturdy@a.stout
结尾	n.endings
结尾的	a.closing
结局	n.ending@n.finale@n.endings
结成联邦	v.federated
结晶的	a.crystalline
结束	ad.over@n.end@v.end@v.ending@n.ends@v.ends@v.ended@n.conclusion@n.closing@n.conclusions@n.termination@v.concluded@n.closure@v.conclude@n.closes@v.terminate@v.terminating@v.conclude@v.terminate@v.concludes@v.concluding@v.terminating@v.terminates
结束的	a.over@a.ended@a.concluding
结束语	n.closings
结构	n.structure@n.structures@n.fabric@n.constructions
结构化	n.structuring
结构化的	a.structured
结构的	a.structural
结果	n.results@n.result@n.outcomes@n.outcome@n.consequences@ad.consequently@n.consequence@n.consequence
结果的	a.resulting@a.consequential@a.eventual@a.resultant
结核病	n.tuberculosis
结盟	v.allied@v.allies@v.ally
结盟的	a.aligned@a.aligned
结石	n.calculus@n.calculus
结肠	n.colon@n.colon
结论	n.conclusion@n.conclusions
结账	n.checkout@v.checkout
结霜	v.frost@v.frosted
结露	v.dew
绕射	n.diffraction@n.diffraction
绕行	v.rounds@v.rounds
绕轨道运行	v.orbit@v.orbits
绕过	v.skirts@v.bypass@v.skirts@v.bypass
绗缝	n.quilting
绘制	v.map@v.maps@v.charts@v.draw@v.mapping@v.plot@v.graph@v.diagram@v.plots@v.draws@v.plat@v.plotted@v.plots@v.draws@v.plotted
绘制图表	v.charting
绘制的	a.mapped
绘图	n.drawing@n.plotting@n.charting
绘画	v.paint@n.painting@n.paintings@v.paints
绘画的	a.pictorial
给	prep.for@v.give@v.given@v.gives@v.giving@v.gave@prep.unto
给...戴手铐	v.cuffs
给...配备人员	v.mans
给…套上缰绳	v.halter
给…戴上手铐	v.cuffs
给…留下深刻印象	v.impress
给予	v.give@n.giving@v.administer@v.administer@v.awarding
给予印象	v.impressed
给予特权	v.privilege@v.privileges@v.privilege@v.privileges@v.franchises
给予特许权	v.franchising
给小费	v.tips@v.tip@n.tipping@v.tipped@v.tipping
给我	v.gimme@v.gimme
给换尿布	v.diaper
给暗示	v.cues
给药	v.dose@v.doses@v.doses@v.dosing
给起绰号	v.nickname
络腮胡	n.beard
绝世美人	n.knockout
绝地武士	n.jedi@n.jedi
绝妙的	a.groovy@a.phat@a.groovy
绝对地	ad.absolutely
绝对温标	n.kelvin
绝对的	a.absolute@a.unconditional@a.unconditional
绝望	n.despair@v.despair@n.desperation
绝望地	ad.desperately
绝望的	a.desperate@a.hopeless
绝种的	a.extinct
绝经期	n.menopause
绝缘	n.insulation@n.insulation
绝缘的	a.dielectric@a.insulated@a.dielectric
统一	n.unity@v.unified@n.uni@n.unification@n.unification
统一的	a.uniform@a.unified@a.unitary
统一码	n.unicode@n.unicode
统治	v.rules@v.rule@v.governing@v.ruling@v.ruled@v.governed@n.domination@n.raj@n.reign@v.reign@v.ruled@v.dominated@v.governed@n.domination@n.reign@v.govern@n.dominion@n.dominance@n.raj
统治权	n.sovereignty
统治的	a.ruling
统治者	n.rulers@n.ruler@n.rulers
统计	n.statistics@n.stats@n.stat
统计上	ad.statistically
统计地	ad.statistically
统计学的	a.statistical
统计数字	n.statistics@n.stats@n.stat
统计数据	n.statistic
统计的	a.statistical@a.statistic
绣花	n.embroidery
绣花的	a.embroidered@a.embroidered
继任	v.succeeds
继任者	n.successor@n.successors
继承	v.succeed@v.inherited@n.inheritance@v.succeeded@v.inherit@v.succeeds@n.inheritance@v.succeeded@n.succession@v.inherit
继承人	n.heirs@n.heir@n.heirs@n.heir
继承者	n.successors
继电器	n.relays@n.relays
继续	v.continue@v.continued@v.continuing@v.continues@v.proceed@v.proceeds@v.proceeding@n.continuation@v.resumed@n.continuation@v.cont@v.proceeded
继续专业发展	n.cpd
继续教育	n.cpd
继续的	a.continued@a.cont
续杯	n.refill
续篇	n.sequel
续订	n.renewal@v.renew@v.renew@n.renewals
续集	n.sequel
绳子	n.rope
绳索	n.cord@n.ropes@n.cords
维也纳	n.vienna@n.wien@n.wien
维京人	n.viking@n.viking@n.vikings
维京的	a.viking
维修	v.servicing@v.servicing@v.serviced@n.repairing
维修人员	n.maintainers
维克	n.vic
维克多	n.victor
维冈	n.wigan
维加	n.vega
维和	n.peacekeeping
维基	n.wiki@n.vicki
维基百科	n.wikipedia
维塔	n.vita
维多利亚	n.victoria
维多利亚时代的	a.victorian
维多利亚的	a.victorian
维奥拉	n.viola
维姬	n.vicki@n.vicky@n.vicky
维尔纳	n.werner
维尼	n.pooh
维度	n.dimensions@n.dimension
维护	n.maintenance@v.maintain@v.maintained@v.maintaining
维护人员	n.maintainer
维护者	n.maintainer@n.maintainer@n.maintainers
维拉	n.vera@n.vera
维持	v.sustained@v.maintains@v.sustain@v.upheld@v.sustain@v.lasted@v.sustaining@v.upheld@v.uphold
维持和平的	a.peacekeeping
维持治安	v.policing
维持生活	n.subsistence
维根	n.wigan
维生素	n.vitamin@n.vitamins
维的	a.dimensional
维管的	a.vascular@a.vascular
维纳斯	n.venus@n.venus
维罗妮卡	n.veronica
维罗纳	n.verona@n.verona
维达	n.vader@n.vida@n.vader
绵羊	n.sheep
综合	n.synthesis
综合体	n.complex
综合征	n.syndrome
综合技术的	a.polytechnic
综合的	a.comprehensive@a.blanket@a.integrative@a.omnibus
综合设施	n.complexes
综艺节目	n.revue
综述	n.roundup
绿党	n.greens
绿地	n.greenfield
绿巨人	n.hulk
绿松石	n.turquoise
绿洲	n.oasis
绿色	n.green
绿色和平组织	n.greenpeace
绿色的	a.green@a.verde@a.verde
绿色蔬菜	n.greens@n.greens
缅因	n.maine
缅甸	n.myanmar@n.burma@n.myanmar@n.burma
缅甸人	n.burmese
缅甸的	a.burmese
缆车	n.tram
缎子	n.satin@n.satin
缎子的	a.satin
缎带	n.ribbon@n.ribbons
缎面的	a.satin
缓冲	v.buffer@v.cushion@v.cushions@v.cushion@v.buffers@v.cushions
缓冲区	n.buffer
缓冲器	n.buffers
缓刑	n.probation@n.probation
缓和	v.moderate@v.mitigate@v.alleviate@v.moderated@v.mitigate@v.alleviate@n.easement
缓和剂	n.palliative@n.palliative
缓和的	a.palliative
缓存	n.cache@v.cache@v.cached@n.caching@v.caching@n.caches
缓存的	a.cached
缓慢地	ad.slowly@ad.largo
缓慢的	a.largo
缓慢移动	v.edges@v.lumber@v.edged@v.crawling
缓解	n.mitigation@n.mitigation@v.relieved
编写脚本	v.scripting
编制目录	v.inventories
编制索引	v.indexing
编制预算	v.budgets@v.budgets@v.budgeting
编剧	n.screenwriter
编号	v.number@v.numbered@v.numbered@n.numbering@v.numbering
编寓言	v.fable
编年史	n.chronicles@n.chronicle@n.annals@n.annals
编成辫的	a.braided
编法	n.weave
编目	v.catalogue@v.catalogues
编码	n.code@v.code@v.codes@v.coding@n.coding@v.encoding@n.encoding@v.coded@v.encrypt@v.encoded@v.coded@v.encoded@v.encode@v.encrypt
编码员	n.coder
编码器	n.encoder
编码的	a.coded@a.encoded@a.coded@a.encoded
编程	v.program@v.programs@v.programme@n.programming@v.programming@v.programmed
编程语言	n.perl@n.python@n.ruby
编索引	v.indexes@v.indexing@v.indexes
编纂	n.compilations
编纂者	n.compilers
编织	v.knit@n.knitting@v.knitting@v.woven@v.weaving@v.weave@v.knit@n.knitting@v.knitting@v.woven@v.weaving@v.weave@v.knitted@v.braided
编织物	n.knit
编织的	a.woven@a.woven@a.knitted
编者	n.eds
编译	v.compiled@n.compilation@v.compile@v.compiling@v.compiling
编译器	n.compiler@n.compilers@n.compilers
编辑	v.edit@n.edit@n.editor@v.edited@n.editors@v.editing@n.editing@n.eds@v.edits@n.edits@n.eds@n.edits@v.edits
编辑器	n.editor@n.emacs@n.emacs
编辑的	a.editorial@a.edited@a.compiled@a.editorials
编队	n.formation@n.formations@n.formations
编预算	v.budget@v.budgeted
缘故	n.sake@n.sake
缝	v.sewing@v.sew@v.sew@n.seam@v.stitching@v.sewn
缝制	v.sewing
缝制的	a.sewn
缝合	v.stitch@n.stitching@v.stitches@v.stitch@v.sew@v.seam@n.stitching@v.stitches@v.stitched
缝的	a.stitched
缝纫	n.sewing@v.sew@v.stitching@n.sewing@v.needle
缝纫工	n.sewer
缝纫者	n.sewer
缝被子	v.quilt@v.quilting@v.quilt@v.quilts@v.quilting
缟玛瑙	n.onyx
缠结	v.matted@v.matted
缠绕	v.wind@v.winds@v.wound@v.winding@v.spool
缩写	n.abbreviations@n.abbreviation@n.contraction@n.abbreviations@n.acronyms@n.abbreviation@n.contraction@v.abbreviated
缩写的	a.abbreviated
缩写词	n.acronym
缩小	v.narrow@v.narrowed@v.diminish@v.diminish
缩小的	a.narrowed
缩影	n.miniature
缩微摄影	v.microfilm
缩微模型	n.miniatures
缩微胶片	n.microfilm
缩排	n.indent
缩放	v.zoom@n.scaling@n.scaling@v.scaled
缩略图	n.thumbnail@n.thumbnails
缩略词	n.abbreviation
缩略语	n.abbreviation
缩短	v.abridged@v.shortened
缩短的	a.shortened
缩进	v.indent@v.indent
缪尔	n.muir@n.muir
缪斯	n.muse
缰绳	n.halter@n.halter
缺乏	ad.short@v.lack@n.lack@v.lacking@n.deficiency@v.lacked@v.lacking@n.deficiency@v.lacks@v.lacked
缺乏信心的	a.insecure@a.insecure
缺乏的	a.scarce@a.deficient
缺口	n.breach@n.gaps
缺失的	a.missing
缺少	v.lacked@v.lacks@v.lacked
缺少的	a.wanting@a.lacking@a.lacking
缺席	n.absence@v.absent
缺席的	a.absent
缺席者	n.absentee
缺点	n.cons@n.weaknesses@n.weakness@n.shortcomings@n.weaknesses@n.weakness@n.disadvantages@n.faults@n.disadvantage@n.shortcomings@n.downside
缺陷	n.defects@n.defect@n.deficiency@n.defect@n.deficiencies@n.flaws@n.flaw
缺陷跟踪系统	n.bugzilla@n.bugzilla
罂粟	n.poppy@n.poppy
罐	n.jar@n.pots@n.jug@n.jugs@n.jug@n.jugs@n.canister
罐头	n.can@n.tin@n.cans
罐头的	a.canned
罐子	n.jar@n.jars
罐装	v.cans@v.canned@n.canning
网	n.web@n.net@n.nets@n.webs@n.nets@n.webs
网关	n.gateway@n.gateways
网址	n.urls@n.urls
网志	n.weblog@n.weblogs
网播	v.webcast
网景	n.netscape
网格	n.mesh@n.grid@n.grids
网民	n.surfer
网球	n.tennis
网站	n.site@n.website@n.sites@n.websites
网站地图	n.sitemap
网站管理员	n.webmaster@n.webmasters@n.webmasters
网络	n.web@n.network@n.net@n.networks@n.networking
网络地址转换	n.nat
网络广播	n.webcasts
网络摄像头	n.webcam@n.webcams@n.webcams
网络电话	n.skype
网络直播	n.webcast@n.webcasts@n.webcast@v.webcast@v.webcasts
网络研讨会	n.webinar@n.webinar
网络空间	n.cyberspace
网络钓鱼	n.phishing@n.phishing
网页	n.webpage@n.webpage
网页脚本语言	n.asp
网飞	n.netflix
罕见地	ad.rarely
罕见的	a.rare@a.unusual@a.uncommon
罗	n.rowe@n.rho
罗伊	n.roy
罗伊斯	n.royce
罗伯塔	n.roberta@n.roberta
罗伯托	n.roberto@n.roberto
罗伯特	n.robert
罗伯茨	n.roberts
罗伯逊	n.robertson@n.robertson
罗克福德	n.rockford
罗克维尔	n.rockville
罗克西	n.roxy@n.roxy
罗克韦尔	n.rockwell@n.rockwell
罗兰	n.roland@n.rowland@n.roland@n.rowland
罗切斯特	n.rochester
罗利	n.raleigh
罗勒	n.basil
罗塞塔	n.rosetta
罗姆人	n.roma
罗威纳犬	n.rottweiler
罗宾	n.robin@n.robyn@n.robyn
罗宾斯	n.robbins@n.robins
罗宾逊	n.robinson
罗密欧	n.romeo@n.romeo
罗尔夫	n.rolf
罗尼	n.ronnie
罗布	n.rob
罗布森	n.robson
罗德	n.rhode
罗德尼	n.rodney
罗德斯	n.rhodes@n.rhodes
罗德里格斯	n.rodriguez@n.rodriguez
罗恩	n.ron
罗摩	n.rama
罗文	n.rowan@n.rowan
罗斯	n.ross@n.roth@n.roth@n.rus
罗斯威尔	n.roswell@n.roswell
罗斯福	n.roosevelt@n.roosevelt
罗杰	n.roger
罗杰斯	n.rogers@n.rodgers@n.rodgers
罗林斯	n.rollins
罗格斯大学	n.rutgers
罗梅罗	n.romero@n.romero
罗森伯格	n.rosenberg@n.rosenberg
罗比	n.robbie@n.robbie
罗氏	n.roche
罗热	n.roget
罗特韦尔犬	n.rottweiler
罗琳	n.rowling@n.rowling
罗盘	n.compass
罗科	n.rocco
罗素	n.russell
罗纳德	n.ronald
罗纹的	a.ribbed
罗莎	n.rosa@n.rosa
罗萨里奥	n.rosario
罗西	n.rosie@n.rosie
罗谢尔	n.rochelle@n.rochelle
罗里	n.rory
罗阿诺克	n.roanoke
罗马	n.rome@n.roma@n.roma
罗马人	n.roman@n.romans@n.romans
罗马尼亚人	n.romanian@n.romanian
罗马尼亚的	a.romanian@a.romanian
罗马的	a.roman
罗马诺	n.romano
罚单	n.ticket
罚款	n.fine@n.penalty@n.penalties@v.fined@n.fines@v.fines@v.fined
罢工	v.strike@n.strike@v.struck@n.strikes@n.strikes
罢工者	n.striker
罩衫	n.blouse
罪	n.sin@n.sins@n.sins
罪人	n.sinners
罪犯	n.criminal@n.offenders@n.offender@n.criminals@n.offenders@n.offender@n.criminals
罪行	n.crime@n.crimes@n.guilt@n.guilt@n.offences
羊	n.sheep
羊毛	n.wool@n.fleece@n.fleece
羊绒	n.cashmere
羊羔	n.lamb
羊群	n.flock
羊肉	n.lamb
美丽	n.beauty
美丽之物	n.beauties
美丽地	ad.beautifully
美丽的	a.beautiful@a.picturesque@a.picturesque
美人	n.beauty@n.beauties@n.cutie@n.beauties
美人鱼	n.mermaid@n.mermaid
美元	n.dollars@n.dollar@n.buck@n.bucks@n.buck@n.bucks
美分	n.cent@n.cents
美化	v.landscaping
美味的	a.delicious@a.tasty@a.yummy@a.tasty@a.yum@a.yummy
美国	n.america@n.amer
美国人	n.american@n.americans@n.yankee
美国佬	n.yankees@n.yankees@n.yankee
美国律师协会	n.aba
美国文化	n.americana
美国文物	n.americana
美国电话电报公司	n.att@n.att
美国的	a.american@a.amer
美国研究生入学考试	n.gre
美女	n.babe@n.belle@n.belle
美好地	ad.beautifully
美好的	a.nice@a.lovely
美妙的	a.wonderful
美孚	n.mobil@n.mobil
美学	n.aesthetics@n.aesthetic@n.aesthetics
美学的	a.aesthetic
美容院	n.salon@n.salons
美德	n.virtue@n.goodness@n.virtues@n.virtue@n.goodness@n.virtues
美景	n.beauties
美术	n.art
美术作品	n.artworks@n.artworks
美林	n.merrill
美泰	n.mattel@n.mattel
美泰克	n.maytag
美洲	n.america@n.americas
美洲山核桃	n.pecan
美洲狮	n.puma@n.cougar@n.puma@n.cougar@n.cougars
美洲虎	n.jaguar@n.jaguars
美洲豹	n.jaguar@n.panthers@n.panther@n.cougar@n.panthers@n.panther
美能达	n.minolta
美铁	n.amtrak
美食家	n.gourmet
美食的	a.gourmet
羔羊	n.lamb@n.lambs
羔羊肉	n.lamb
羚羊	n.antelope
羞愧的	a.ashamed@a.ashamed
羞耻	n.shame
羞辱	n.humiliation@n.humiliation
羟色胺	n.serotonin
羡慕	v.envy
群	n.group@n.groups@n.herd@n.swarm
群件	n.groupware@n.groupware
群众	n.masses@n.masses
群体	n.colony
群岛	n.isles@n.archipelago
群落	n.colony
羽毛	n.feather@n.feathers@n.plume
羽毛围巾	n.boa@n.boa
羽毛球	n.badminton
羽状物	n.plume
羽绒被	n.duvet@n.comforter@n.duvet
翅	n.ala
翅膀	n.wing@n.wings
翠绿色的	a.emerald@a.emerald
翡翠	n.emerald@n.jade@n.jade
翱翔	v.soaring@v.soar@v.soar
翻倍	n.doubling
翻找	v.rifle
翻拍	n.remake
翻拍版	n.remake
翻新	v.refurbished@n.renovation@n.renovations@n.renovation@v.renovated@n.renovations@n.refurbishment
翻新的	a.refurbished@a.reconditioned
翻滚	n.tumble
翻筋斗	n.handspring
翻腾	v.tossed
翻译	n.translation@v.translate@v.translated@n.translations@n.translator@n.translators@n.interpreter@v.translates@v.translating@n.translations@n.translator@n.translators@v.translates@v.translating@n.rendition
翻译的	a.translated
翻转	v.flip@n.flip@n.rollover@n.rollover@v.tossed
翻阅	v.thumbs@v.thumb
翻页	v.page@v.pages@v.leafs@v.leafs
翻领	n.lapel
耀眼的	a.dazzling@a.dazzling
老人	n.oldies
老兵	n.veterans@n.veteran
老化	n.aging@v.ageing@n.ageing
老太太	n.grannies
老奶奶	n.granny@n.granny
老婆	n.wife
老实说	ad.honestly@ad.frankly
老师	n.teacher
老年人	n.senior@n.seniors@n.elderly
老年医学	n.geriatric
老年的	a.geriatric
老挝	n.laos@n.laos@n.lao
老挝的	a.lao
老板	n.boss@n.bosses@n.bosses
老歌	n.oldies
老百姓	n.civilians
老的	a.old@a.ole
老练	n.sophistication
老练的	a.sophisticated@a.veteran
老虎	n.tiger@n.tigers
老马	n.nag
老鼠	n.mouse@n.mice@n.rat@n.rats
考克斯	n.cox
考古学	n.archaeology@n.archaeology
考古学的	a.archaeological
考古的	a.archaeological
考夫曼	n.kaufman@n.kaufman
考官	n.examiner@n.examiners
考德威尔	n.caldwell
考文垂	n.coventry@n.coventry
考特尼	n.courtney
考艾岛	n.kauai
考虑	v.considered@v.consider@n.consideration@v.considering@n.considerations@v.considers@v.contemplated@v.considers@v.ponder
考虑到	prep.given
考试	n.test@n.examination@n.exam@n.exams@n.examinations@n.examinations
耆那教徒	n.jain
耆那教的	a.jain
而且	ad.also@conj.plus@ad.moreover@ad.furthermore
耐久性	n.durability@n.durability
耐克	n.nike
耐力	n.stamina@n.endurance@n.stamina
