12	n.twelve
tứ phân vị	n.quartile
tứ tấu	n.quartets@n.quartet
tức giận	ad.angrily@n.anger@a.pissed@a.angry
tức là	ad.viz
tức thì	ad.instantaneously@ad.instantly@a.instant
tức thời	ad.momentarily@a.instantaneous
từ	prep.since@prep.fra@prep.from@n.word@n.words@n.mots
từ bi	a.compassionate
từ bỏ	v.abandon@v.forego@v.forgo@v.waive@v.waived@vt.abandons@vt.relinquish@vt.relinquished@vt.renounce@vt.renounced@n.renunciation@vt.waiving
từ bỏ quyền	n.waiver
từ chối	v.denied@v.denies@v.denying@v.decline@v.refusing@v.declines@v.refuse@v.reject@v.rejects@v.declined@v.refused@v.rejected@v.disclaim@v.disclaims@v.nix@v.refuses@v.rejecting@v.deny@vt.disclaimed@n.rejections@n.refusal@n.rejection@n.repudiation@n.denial
từ chức	v.resigned@v.resign@vt.resigning@vt.resigns@n.resignations
từ hóa	n.magnetization
từ học	n.magnetics
từ khóa	n.keyword@n.keywords
từ kế	n.magnetometer
từ mỗi phút	n.wpm
từ nay trở đi	ad.henceforth
từ nguyên học	n.etymology
từ quyển	n.magnetosphere
từ thiện	n.charity@n.philanthropy@a.charitable@a.philanthropic
từ thông dụng	n.buzzwords
từ thời thượng	n.buzzword
từ trái nghĩa	n.antonyms
từ tính	n.magnetism@ad.magnetically@a.magnetic
từ từ	ad.slowly
từ viết tắt	n.acronym@n.acronyms
từ vựng	n.vocabularies@n.lexicon@n.vocab@n.vocabulary@a.lexical
từ xa	ad.remotely
từ điển	n.dictionaries@n.dictionary
từ điển từ đồng nghĩa	n.thesauri
từ điển địa danh	n.gazetteer
từ điển đồng nghĩa	n.thesaurus
từ đâu	ad.whence
từ đó	ad.therefrom@ad.thence
từ đồng nghĩa	n.synonym@n.synonyms
từng	ad.ever
từng bước	ad.stepwise@a.gradual
từng cặp	ad.pairwise
từng giai đoạn	v.phased
từng phần	ad.piecemeal
từng đoạn	ad.piecewise
từng đợt	a.episodic
tử cung	n.womb@n.uterus@a.uterine
tử số	n.numerator
tử tước	n.viscount
tử tế	a.kind@ad.kindly@a.kindly@a.gracious@a.decent
tử tế hơn	a.kinder
tử vi	n.horoscope@n.horoscopes
tử vong	n.fatality@n.fatalities@n.deaths
tự	pron.self
tự bảo vệ	vt.fend
tự cao	a.cocky
tự chọn	a.elective
tự chủ	a.autonomic@n.continence
tự do	ad.liberally@a.freeform@n.freestyle@a.freestyle@n.freedom@n.freedoms@n.liberty@ad.freely@a.freelance@a.liberal@a.free@a.footloose
tự do chủ nghĩa	n.libertarian@a.libertarian
tự do hóa	n.liberalisation@n.liberalization
tự do hơn	a.freer
tự hào	vt.prides@v.pride@ad.proudly@a.proud
tự hỏi	v.wondering@v.wondered@v.wonders@v.wonder
tự khởi động	vt.bootstrapping
tự kỷ	a.autistic@n.autism
tự làm	a.homemade
tự miễn	a.autoimmune
tự mãn	a.smug@a.complacent@a.narcissistic
tự nguyện	ad.voluntarily@a.voluntary
tự nhiên	n.naturals@a.nat@ad.naturally@a.natural@a.naturalistic
tự phát	ad.spontaneously@n.spontaneity@a.spontaneous
tự ti	n.inferiority
tự tin	ad.confidently@a.confident@n.confidence
tự truyện	a.autobiographical@n.autobiography
tự trị	n.autonomy@a.autonomous
tự trồng	a.homegrown
tự tương quan	n.autocorrelation
tự tử	n.suicides@n.suicide@v.suicide@a.suicidal
tự yêu bản thân	n.narcissism
tự động	a.auto@ad.automatically@a.automated@a.automatic
tự động gửi	a.unsolicited
tự động hóa	v.automate@vt.automates@vt.automating@n.automation@v.automated
tự động lái	n.autopilot
tựa lưng	n.backrest
tỷ	n.billion
tỷ lệ	a.proportionate@n.rate@n.proportion@n.proportionality@n.proportions@n.rates@n.ratio@n.ratios@a.proportional@ad.proportionally
tỷ lệ cược	n.odds
tỷ lệ lưu hành	n.prevalence
tỷ lệ mắc	n.incidences@n.incidence
tỷ lệ nhấp chuột	n.ctr
tỷ lệ phần trăm	n.percentage
tỷ lệ tử vong	n.mortality
tỷ phú	n.billionaire@n.billionaires
t관lưu	n.perfusion
t종속	vt.subordinated
u	n.neoplasm@n.tumours@n.neoplasms
u hắc tố	n.melanoma
u lympho	n.lymphomas@n.lymphoma
u nang	n.cyst@n.cysts
u sầu	n.melancholy@a.melancholy
u thần kinh đệm	n.glioma
u tuyến	n.adenoma
u tủy	n.myeloma
u ám	n.gloom@a.gloomy@a.overcast@a.sombre@a.cloudy
ui	int.ouch
ung thư	a.cancerous@n.cancer@n.cancers
ung thư biểu mô	n.carcinomas@n.sarcoma@n.carcinoma
ung thư học	n.oncology
ung thư tuyến	n.adenocarcinoma
unix	n.unix
ups	n.ups
upsilon	n.upsilon
urani	n.uranium
urethane	n.urethane
uric	a.uric
urê	n.urea
utah	n.utah
uy nghi	a.majestic
uy nghiêm	n.majesty
uy tín	n.cred@n.cachet@n.credibility@n.prestige@n.reputation@a.prestigious@a.reputable
uyên bác	a.erudite
uốn	v.flex@v.curl@vt.crimp@n.crimp@vt.bends@vt.curled@vt.crimping@n.perm@vt.perm
uốn cong	v.bending@v.bend@vt.flexing@n.kink@vt.kink@v.arch@n.flexion@v.bent@v.curved
uốn khúc	v.meander@vt.meandering
uốn ván	n.tetanus
uốn éo	vt.wiggles
uống	v.drink@v.downing@v.drank@n.drinking@v.drinks@v.drunk
uống rượu	vt.wining
uống ừng ực	v.swig
va	vt.jolt
va chạm	v.bump@vt.clashes@n.clashes@vt.bumped@vt.bumping@vt.collide@vt.colliding@vt.dings@n.collision@n.collisions@v.bumps@vt.collided
va li	n.suitcases@n.suitcase
va vào	v.struck
vai	n.shoulder@n.roles@n.shoulders
vai khách mời	n.cameo
vai nhỏ	n.cameos
vai trò	n.roles@n.role
van	n.valve@n.valves
van hai lá	a.mitral
van xin	v.beg@v.beseech@vt.begged@vt.begs
van điều khiển	n.valve
vanadi	n.vanadium
vang	v.echo
vang dội	a.resounding
vang lại	vt.echoed
vang vọng	vt.echoing
vani	n.vanilla
vara	n.vara
vaseline	n.vaseline
vatu	n.vatu
vay	v.borrowing
vay mượn	n.borrowing@vt.borrows@n.borrowings
ve	n.ticks@n.mite@n.mites
ve áo	n.lapel
vecni	n.varnish
vector	n.vectors@n.vector
vectơ	n.vector
vegas	n.vegas
ven biển	n.seafront@a.coastal@a.littoral
ven hồ	n.lakefront
ven nước	n.waterside
ven sông	a.riverside@a.riparian@a.riverine
ven đường	n.wayside@n.roadside@a.roadside
vi cấu trúc	n.microstructure
vi hiến	a.unconstitutional
vi khuẩn	n.bacteria@n.bacterium@n.microbe@a.bacterial
vi khuẩn học	n.bacteriol@n.bacteriology@a.bacteriological
vi khuẩn lao	n.mycobacterium
vi lượng đồng căn	n.homeopathy@a.homeopathic
vi mã	n.microcode
vi mô	a.microeconomic@n.micro@a.micro
vi mạch	n.microchips@n.microchip
vi phim	n.fiche@n.microfiche@n.microfilm
vi phạm	v.violates@v.violating@v.breaches@n.breaches@v.violated@v.violate@vt.breached@vt.breaching@vt.infringe@vt.infringed@vt.infringes@vt.infringing@n.infraction@n.infringements@n.transgressions@n.breach@n.violation@n.infringement@n.violations@n.infractions@n.transgression
vi phạm bản quyền	vt.pirated@n.piracy
vi rút học	n.virology
vi sai	n.differential
vi sinh học	a.microbiological
vi sinh vật	n.microbes@a.microbial@n.microorganisms
vi sinh vật học	n.microbiology
vi trùng	n.germs@n.germ
vi trọng lực	n.microgravity
vi tính hóa	vt.computerised
vi xử lý	n.microprocessors@n.microprocessor
vi điện tử	n.microelectronics@a.microelectronic
viagra	n.viagra
vibrato	n.vibrato
vibrio	n.vibrio
victoria	n.victoria
video	n.video@n.videos
vinh danh	vt.honoured@v.honor
vinh dự	n.honor@n.honour@n.honours@n.distinction
vinh quang	n.glories@n.glory@ad.gloriously@a.glorious
vinyl	n.vinyl@n.vinyls
virginia	n.virginia
virus	n.virus@n.viruses
viscose	n.viscose
vitamin	n.vitamin@n.vitamins
vitamin tổng hợp	n.multivitamins
viêm	vt.inflamed@n.inflammation@a.inflammatory
viêm bàng quang	n.cystitis
viêm da	n.dermatitis
viêm dạ dày	n.gastritis
viêm dạ dày ruột	n.gastroenteritis
viêm gan	n.hepatitis
viêm khớp	n.arthritis@a.arthritic
viêm kết mạc	n.conjunctivitis
viêm màng não	n.meningitis
viêm mũi	n.rhinitis
viêm não	n.encephalitis
viêm nội tâm mạc	n.endocarditis
viêm phế quản	n.bronchitis
viêm phổi	n.pneumonia
viêm ruột thừa	n.appendicitis
viêm tai	n.otitis
viêm tụy	n.pancreatitis
viêm vú	n.mastitis
viêm xoang	n.sinusitis
viêm đại tràng	n.colitis
viên	n.pellet@n.pellets
viên chức	n.officer@n.officers
viên chức đăng ký	n.registrars
viên mãn	a.fulfilling
viên nang	n.caplets@n.capsule@n.capsules
viên nang lớn	n.bolus
viên ngậm	n.lozenges
viên thuốc	n.tablet@n.tablets@n.pill@n.pills
viên thịt	n.meatball
viên đá	n.stones
viên đá góc	n.cornerstone
viên đạn	n.bullet
viếng	v.visited
viếng thăm	n.visitation
viết	v.authored@v.write@v.writes@a.written@vt.penned@n.writing@v.pens@vt.penning
viết blog	vt.blogged@n.blogging@v.blogging
viết hoa	v.capitalized@vt.capitalizing@vt.capitalize@v.capitalise@vt.capitalised
viết kịch bản	n.screenwriting@n.scripting
viết lại	v.rewrite@v.rewritten@vt.rewrites@vt.rewriting@vt.rewrote
viết lời tựa	v.preface
viết mã	v.code
viết phấn	v.chalk
viết quảng cáo	n.copywriting
viết sai chính tả	vt.misspelled
viết tay	a.handwritten
viết tắt	n.abbreviation@n.abbr@n.abbrev
viền	n.trim@vt.edging@n.edging@vt.bordered@vt.rimmed@vt.fringes@n.hem@n.bezel@vt.hemmed
viền xếp nếp	n.ruffle
viền ống	n.piping
viễn chinh	a.expeditionary
viễn cảnh	a.telephoto
viễn thông	n.telecommunication@n.telecommunications@n.telecoms
việc	n.thing@n.things
việc chia	n.dividing
việc cạo	n.shave
việc cọ rửa	n.scrub
việc cứu vớt	n.salvage
việc diễu hành	n.marching
việc do thám	n.spying
việc dính	n.sticking
việc dự đoán	n.predicting
việc giáo dục	n.educating
việc giải quyết	n.settling
việc giật	n.snatch
việc học nghề	n.apprenticeships
việc khấu trừ	n.withholding
việc kết thúc	n.closeout
việc làm	n.doings@n.employment
việc làm chủ	n.mastering
việc làm tròn	n.rounding
việc nghiền	n.grinding
việc nhà	n.chores@n.housework
việc nhắm	n.aiming
việc nuốt	n.swallowing
việc ném bóng	n.pitching
việc nối	n.bridging
việc nứt	n.cracking
việc phàn nàn	n.complaining
việc phỏng vấn	n.interviewing
việc quay phim	n.filming
việc quét	n.sweeping
việc ra hoa	n.flowering
việc sa thải	n.redundancy
việc sáp nhập	n.merging
việc sửa chữa	n.repairing
việc sửa đổi	n.amending
việc thiết kế lại	n.redesign
việc thu hút	n.attracting
việc thuyết giáo	n.preaching
việc trang điểm	n.toilette
việc triển khai	n.deploying
việc tách	n.separating
việc tái chế	n.recycle
việc tính giá	n.costing
việc tính trung bình	n.averaging
việc tương tác	n.interacting
việc tịch thu	n.seizure
việc tối đa hóa	n.maximizing
việc tốt nghiệp	n.graduating
việc tổ chức	n.organising
việc từ chối	n.refusing
việc uốn cong	n.bending
việc vi phạm	n.violating
việc viết lại	n.rewrite
việc vặt	n.errands@n.errand
việc xuất khẩu	n.exporting
việc xác nhận	n.confirming
việc điều chỉnh	n.regulating
việc đuổi theo	n.chasing
việc đào	n.digging
việc đùa	n.kidding
việc đăng ký	n.subscribing
viện	n.institute@n.institutes@n.inst
viện dẫn	v.invoke@v.invoked@v.cite
viện phụ	n.abbot
viện đến	vt.resorted@vt.resorting
việt nam	n.vietnam
việt vị	n.offside
vo ve	vt.drone@v.buzz
voan	n.chiffon
vodka	n.vodka
voi	n.elephant@n.elephants
voi ma mút	n.mammoth
vonfram	n.tungsten
voodoo	n.voodoo
vu khống	n.slander@vt.slander
vua	n.king@n.kings@n.sultan
vua Arthur	a.arthurian
vua Ba Tư	n.shah
vui	n.fun@a.fun@a.glad
vui chơi	vt.revel@vt.revels@n.frolic@v.frolic
vui lòng	ad.gladly@ad.fain
vui mừng	v.rejoice@vt.rejoiced@vt.rejoicing@a.joyful@a.joyous@a.glad@a.delighted@n.gladness
vui mừng khôn xiết	vt.overjoyed
vui nhộn	a.hilarious
vui tươi	a.perky@a.playful
vui vẻ	ad.cheerfully@a.chipper@n.hilarity@ad.joyfully@ad.merrily@a.jolly@a.cheerful@a.cheery@a.lighthearted@a.merry@ad.gleefully
vui đùa	ad.playfully
vung	v.swing@vt.wield@vt.wielding
vuông góc	a.perpendicular
vuông vức	ad.squarely
vuốt	vt.stroked@v.strokes@v.stroke
vuốt ve	vt.caressing@vt.fondling@vt.petting@vt.stroking@n.caress@vt.caress@n.foreplay
và	conj.and
vàng	vt.yellowing@n.golds@vt.yellows@n.gold@a.gold@a.yellow@a.golden
vàng da	n.jaundice
vàng mạ	n.vermeil
vàng thỏi	n.bullion
vành	n.brim@a.coronal@n.rims@n.rim
vành đai	n.perimeter
vành đai xanh	n.greenbelt
vào	v.enter@v.entering@v.enters@prep.into
vào bờ	ad.ashore
vào trong	a.inbound@ad.inwards
vào trong đất liền	ad.inland
vào đây	ad.hereto
vá	v.darn@v.mend@v.patched@vt.darned@vt.mended@vt.mending@vt.patching@n.applique@vt.applique@v.patch@v.patches
vác	v.carrying
vách ngăn	n.bulkhead@n.partitions@n.septum@a.septal
vách núi	n.escarpment
vách đá	n.bluff@n.bluffs@n.cliff@n.cliffs@n.crag
ván	n.planks@n.plank
ván chân tường	n.baseboard
ván lướt sóng	n.surfboard@n.surfboards
ván lợp	n.siding
ván trượt	n.skateboards@n.skateboard
ván trượt tuyết	n.skis@n.snowboard@n.snowboards
ván ép	n.laminates
váy	n.skirt@n.dress@n.dresses@n.skirts
váy dài	n.maxis
váy dạ hội	n.gowns
váy kilt	n.kilt@n.kilts
váy lót	n.petticoat
váy ngắn	n.minis@n.miniskirt@n.miniskirts
váy sarong	n.sarong
váy tutu	n.tutu
vân vân	ad.etc
vân đá	vt.marbled
vâng	int.yah@int.yeah@int.yeahs@ad.yea
vâng lời	v.obey@vt.obeys@a.obedient
vây	n.fin@n.fins@n.flippers
vây quanh	vt.circling@v.circles
vé	n.ticket@n.tickets
vé vào cửa	n.admission
véo	v.pinch@vt.pinching
vì	conj.coz@ad.inasmuch
vì tiền	a.mercenary
vì vậy	ad.therefor@ad.hence
ví	n.purses@n.purse@n.wallet@n.wallets
ví dụ	n.instances@n.example@n.examples
ví tiền	n.billfold
vít	n.screw@n.screws
vòi	n.tap@n.spout@n.hoses
vòi hoa sen	n.showers
vòi nước	n.taps@n.faucet@n.faucets@n.spigot@n.hydrant
vòi phun	n.injectors@n.nozzles@n.nozzle
vòi phun nước	n.sprinklers@n.sprinkler
vòi sen	n.shower
vòi trứng	a.fallopian
vòi tử cung	a.tubal
vòi xịt	n.douche
vòm	n.arch@n.arches
vòm cửa	n.archway
vòm miệng	n.palate
vòng	n.girth@n.rounds@n.hoop@n.hoops@n.laps@n.round@n.loop@v.loop
vòng chân	n.anklet
vòng cung	vt.arched@vt.arching@n.arcs@n.arc
vòng cổ	n.choker@n.necklace@n.chokers
vòng hoa	n.garlands@n.wreaths@n.garland@n.wreath@n.lei@n.leis
vòng khoen	n.grommets@n.grommet
vòng loại	a.qualifying@n.heats@n.prelim@n.prelims@n.qualifier@n.qualifiers@n.preliminary
vòng loại trực tiếp	n.playoff
vòng lặp	n.loops
vòng playoffs	n.playoffs
vòng quay	n.rev@n.carousel
vòng tay	n.bangles@n.bangle@n.bracelet@n.bracelets
vòng tròn	n.roundups@n.circles@n.cir@n.circle
vòng vo	a.roundabout
vòng xoay	n.roundabout@n.twirl
vòng xoáy	n.maelstrom
vòng xoắn	n.twist
vòng đua	n.lap
vòng đệm	n.washers
vòng/phút	n.rpm
vô chính phủ	n.anarchy
vô cùng	ad.enormously@ad.immensely@ad.tremendously@ad.awfully@ad.incredibly@ad.infinitely@ad.greatly
vô cùng nhỏ	a.infinitesimal
vô căn	a.idiopathic
vô căn cứ	a.unfounded@a.baseless
vô cơ	a.inorganic
vô cảm	n.insensitivity@a.insensitive
vô cớ	a.gratuitous
vô cực	n.inf@n.infinity
vô danh	a.nameless@a.unidentified@a.untitled@a.faceless
vô dụng	a.useless
vô gia cư	n.homelessness@a.homeless
vô giá	a.invaluable@a.priceless
vô giá trị	a.worthless
vô hiệu	vt.voided@a.void@n.invalidity
vô hiệu hóa	v.disable@v.disabling@vt.deactivate@vt.deactivated@vt.disables@vt.inactivated@vt.invalidate@n.deactivation@vt.invalidated
vô hình	a.intangible@a.invisible
vô hìnhhaystack	n.invisibility
vô hướng	n.scalars@n.scalar@a.scalar
vô hại	a.harmless@a.innocuous
vô hạn	a.boundless@a.unbounded@a.indefinite@a.infinite@a.limitless
vô liêm sỉ	a.shameless
vô luật pháp	a.lawless
vô lý	ad.unreasonably@a.absurd@a.preposterous
vô lương tâm	a.unconscionable
vô nghĩa	a.senseless@n.nonsense@a.meaningless@a.pointless@a.nonsensical
vô nhân đạo	a.inhuman@a.inhumane
vô pháp	n.lawlessness
vô sinh	n.infertility@a.abiotic@a.infertile
vô song	a.peerless@a.unrivalled@a.unsurpassed@a.unmatched@a.unparalleled
vô sản	n.proletarian@a.proletarian
vô số	n.zillion@a.innumerable@n.multitude@n.myriad@a.myriad@a.countless
vô thần	a.godless@a.ungodly
vô thời hạn	ad.indefinitely
vô thức	ad.unconsciously@n.unconscious
vô tri	a.inanimate
vô trách nhiệm	a.irresponsible
vô trùng	vt.sterilized@a.aseptic@a.sterile@n.sterility
vô trật tự	a.disorderly
vô tâm	a.heartless@a.mindless
vô tình	ad.inadvertently@ad.unwittingly@ad.accidentally
vô tính	a.clonal
vô tư	a.carefree@a.selfless@a.unselfish@vt.disinterested
vô tận	a.endless
vô tội	a.innocent@ad.innocently
vô vị	a.tasteless
vô vọng	a.hopeless
vô ích	a.futile@a.vain@a.fruitless
vô ý	ad.unintentionally@a.inadvertent@a.unintentional
vô điều kiện	ad.unconditionally@a.unconditional
vô đạo đức	a.immoral@a.unethical@a.unscrupulous@n.immorality
vô định hình	a.amorphous
vô ơn	a.ungrateful
vôi	a.calcareous@n.lime
vôn	n.volt@n.volts
võ sĩ	n.fighter@n.fighters
võ sĩ quyền anh	n.boxer@n.boxers
võng	n.hammocks@n.hammock
võng mạc	n.retina@a.retinal
vùi	v.buried
vùng	n.zones@n.tracts@n.locale
vùng Caribbean	n.caribbean
vùng biển	n.waters
vùng cao	n.uplands@n.upland
vùng dưới đồi	n.hypothalamus@a.hypothalamic
vùng hoang dã	n.wilderness
vùng hẻo lánh	n.backwaters@n.backwater@n.boondocks
vùng lân cận	n.vicinity
vùng ngoài sân	n.outfield
vùng ngoại ô	n.suburbia@a.outlying
vùng nhiệt đới	n.tropic
vùng nắng	n.sunbelt
vùng nội địa	n.hinterland
vùng phụ cận	n.environs
vùng rừng núi	n.backwoods
vùng sâu	n.outback
vùng thượng lưu	a.upstate
vùng thủy triều	a.intertidal
vùng trong sân	n.infield
vùng trung du	n.midland
vùng tối	n.umbra
vùng đất	n.enclaves@n.territories
vùng đất khép kín	n.enclave
vùng đất thấp	n.lowlands
vùng đất xấu	n.badlands
vùng đồi	n.wold
vú	n.boobies@n.titty@a.mammary@n.boob@n.tit@n.breast@n.breasts@n.tits@n.titties@n.boobs
văn bản	n.texts@n.text@a.textual
văn bản cổ	n.codex
văn bản truyền hình	n.teletext
văn chương	a.literary
văn hóa	n.cultures@n.culture@n.kultur@n.literacy@a.cultural
văn hóa dân gian	n.folklore
văn hóa xã hội	a.sociocultural
văn học	n.literature@a.literary
văn minh	vt.civilized
văn minh hóa	vt.civilised
văn phòng	n.bureaus@n.office@n.offices@a.clerical
văn phòng phẩm	n.stationery@n.stationers
văn xuôi	n.prose
vĩ cầm	n.violins@n.fiddle@n.violin
vĩ mô	a.macroscopic@a.macro
vĩ đại nhất	a.greatest
vĩ độ	n.latitudes@n.latitude@n.lat
vĩnh cửu	n.eternity@a.eternal@a.everlasting
vĩnh viễn	ad.perpetually@n.permanency@n.perpetuity@ad.permanently@a.perpetual@a.permanent
vũ công	n.dancer@n.dancers
vũ công thoát y	n.strippers@n.stripper
vũ hội	n.proms
vũ khí	n.armament@n.armaments@n.weaponry@n.arms@n.weapon@n.weapons
vũ khí hạt nhân	n.nukes@n.nuke
vũ trang	vt.arming@a.armed
vũ trường	n.discos@n.disco
vũ trụ	n.universes@n.cosmos@a.cosmic@n.universe
vũ trụ học	a.cosmological@n.astronautics@n.cosmology
vũ điệu nhanh	n.jigs
vũng	n.puddle
vũng nước	n.puddles@n.bayou
vương cung thánh đường	n.basilica
vương công	n.maharaja
vương miện	n.tiara@n.tiaras@n.crown@n.crowns
vương miện nhỏ	n.coronet
vương quốc	n.realm@n.kingdom@n.kingdoms
vương trượng	n.sceptre
vướng	vt.snag
vướng vào	vt.entangled
vườn	n.garden@n.gardens
vườn cây	n.arboretum
vườn cây ăn quả	n.orchards@n.orchard
vườn nho	n.clos@n.vineyard@n.vineyards
vườn thú	n.zoo
vườn thú nhỏ	n.menagerie
vườn ươm	n.nurseries@n.nursery
vượn	n.gibbon@n.ape@n.apes
vượn cáo	n.lemur
vượt	v.exceed@vt.overtaking
vượt chi	n.overruns@vt.overruns
vượt qua	v.overcome@v.passes@v.pass@v.overcoming@v.transcend@v.passing@vt.overcame@vt.overcomes@vt.overtake@vt.overtaken@vt.surpass@vt.surpassed@vt.surpasses@vt.surpassing@vt.transcends@vt.weathers@v.tops
vượt quá	v.exceed@v.exceeded@a.exceeded@v.exceeding@a.exceeding@v.exceeds@n.overrun
vượt ra ngoài	prep.beyond
vượt rào	vt.hurdle
vượt thời gian	a.timeless
vượt trội	vt.outperformed@vt.outperforms@vt.outweighs@ad.eminently@a.superior
vượt trội hơn	vt.outperform
vạch gạch ngang	n.dashes
vạch lại ranh giới bầu cử	vt.redistricting
vạch mặt	vt.unmasked
vạch ra	vt.delineated
vạch sang đường	n.crosswalk
vạch trần	v.exposes@v.exposing@v.uncover@vt.debunking@vt.uncovering
vạm vỡ	a.strapping
vạn tuế	int.hooray@int.hurrah@int.vive
vải	n.toile@n.cloth@n.fabric@n.fabrics@n.cloths
vải bông	n.calico
vải bạt	n.canvas
vải ca rô	n.gingham@n.tartan
vải canvas	n.canvases
vải chino	n.chino
vải chéo	n.twill
vải chống rách	n.ripstop
vải denim	n.denim
vải dầu	n.linoleum
vải georgette	n.georgette
vải gấm	n.damask
vải kẻ sọc Scotland	n.tartans
vải lanh	n.linen
vải liệm	n.shroud
vải lụa mỏng	n.organza
vải muslin	n.muslin
vải nhung	n.chenille
vải nhung tăm	n.corduroy
vải nỉ	n.flannel
vải poplin	n.poplin
vải sa tanh	n.sateen
vải taffeta	n.taffeta
vải thô	n.hessian
vải tuyn	n.tulle
vải tweed	a.tweedy
vải voan	n.voile
vảy	a.squamous@n.scab@n.scales
vấn đề	n.matter@n.matters@n.issue@n.prob@n.issues@n.problem@n.problems
vấp	v.stumbled@vt.stumble@vt.stumbling@vt.tripped@vt.tripping@v.trip
vấp ngã	vt.stumbles
vất vả	a.taxing
vần	n.rhyme@v.rhyme@n.rhymes@v.rhymes
vầng hào quang	n.corona@n.nimbus@n.halos
vẩy nước	vt.splashes@vt.splashing
vẫn	v.remained@ad.still
vẫy	v.waving@vt.wag@n.wag@vt.waved@v.wave@v.waves
vận chuyển	v.transport@n.transport@v.transports@n.transports@v.transported@v.transporting@n.portage@n.shipping@n.transp@n.transportation@v.ship@v.ships
vận dụng	v.manipulate
vận hành	v.operates@v.operated@v.commissioning@v.operate@v.ply
vận may	n.fortunes@n.fortune
vận tải	n.haulage@n.trucking@n.freight
vận tốc	n.velocities@n.velocity
vận động	v.canvass@vt.campaigned@vt.canvassing@n.advocacy@a.athletic
vận động hành lang	vt.lobbies@n.lobbying@v.lobby@vt.lobbied
vận động học	n.kinesiology
vận động tranh cử	v.campaigning
vận động viên	n.jocks@n.sportsmen@n.athlete@n.athletes@n.jock@n.sportsman@n.runner
vận động viên Olympic	n.olympian@n.olympians
vận động viên bowling	n.bowler
vận động viên chạy	n.runners
vận động viên chạy nước rút	n.sprinter
vận động viên cricket	n.cricketers@n.cricketer
vận động viên thể dục	n.gymnasts@n.gymnast
vận động viên thể hình	n.bodybuilder@n.bodybuilders
vật	vt.wrestled
vật chất	a.material@n.materiality@a.materialistic
vật chứa	n.receptacle@n.receptacles
vật dẫn điện	n.conductor
vật gia truyền	n.heirlooms
vật giả	n.shams
vật gây hại	n.pest@n.pests
vật hiếm	n.rarities
vật kỷ niệm	n.memento
vật liệu	n.materiel@n.material@n.materials
vật liệu lát sàn	n.flooring
vật liệu nguy hiểm	n.hazmat
vật làm đầy	n.filler
vật lý	n.phys@n.physics@a.physical
vật lý thiên văn	a.astrophysical@n.astrophysics
vật lý trị liệu	n.physiotherapy@n.physio
vật lấp đầy	n.fills
vật lộn	vt.grapple@vt.grappling@vt.flounder@v.wrestling
vật mê tín	n.charm
vật thờ	n.totem
vật tư	n.supplies
vật tư tiêu hao	n.consumables
vật tế thần	n.scapegoat
vật đệm	n.spacer
vậy	ad.so
vắc xin	n.vaccine@n.vaccines
vắng mặt	n.absences@a.absent@v.absent
vắng mặt không phép	a.awol
vắt	n.wisp
vắt sữa	vt.milking@v.milk
vằn	a.brindle
vặn	v.screwed@vt.screwing@n.kinks@vt.wrenches@v.screw@v.screws@v.wrench
vặt vãnh	a.picayune
vẹo cột sống	n.scoliosis
vẹt	n.parrots@n.parrot@n.budgie
vẹt mào	n.cockatoo
vẹt nhỏ	n.parakeet
vẹt đuôi dài	n.macaw
vẻ ngoài	n.looks@n.guise@n.appearance@n.semblance
vẻ đẹp	n.beauty
vẽ	v.draws@v.drawn@v.drew@v.painted@v.draw@vt.drawing
vẽ biểu đồ	vt.charted
vẽ bản đồ	v.map
vẽ khuôn	vt.stencils
vẽ lại	v.redraw
vẽ nguệch ngoạc	vt.doodle@n.doodle
vẽ tay	a.freehand
vẽ tranh	vt.cartooning
vẽ đồ thị	v.charting@vt.graphing@v.plot
vết	n.spots@n.markings
vết bầm	n.bruises@n.bruise
vết bẩn	n.taint@n.smudge@n.stain@n.stains@n.blot
vết bắn	n.splatter
vết bỏng	n.burn@n.burns
vết cào	n.scratch
vết cắn	n.bite
vết cắt	n.cuts@n.cut
vết khía	n.nicks
vết loét	n.sores@n.sore
vết lõm	n.dent
vết mổ	n.incision
vết nhơ	n.blemish
vết nước	n.splash
vết nứt	n.fissure@n.fissures@n.crack@n.cracks
vết phồng rộp	n.blisters
vết roi	n.whiplash
vết rách	n.rip@n.rips
vết sưng	n.bump@n.welt
vết thương	n.wound@n.wounds@n.gash
vết trầy	n.scrape
vết xước	n.scuff
vết xỉn	n.tarnish
vết đen mặt trời	n.sunspot
vết đốt	n.sting
về	prep.concerning@prep.about@prep.re@prep.regarding@prep.regards
về bản chất	ad.intrinsically
về chính trị	ad.politically
về cơ bản	ad.essentially@ad.fundamentally@ad.basically@ad.substantially
về không	vt.zeroes
về kinh tế	ad.economically
về môi trường	ad.environmentally
về mặt chất lượng	ad.qualitatively
về mặt cảm xúc	ad.emotionally
về mặt di truyền	ad.genetically
về mặt hình sự	ad.criminally
về mặt hóa học	ad.chemically
về mặt khái niệm	ad.conceptually
về mặt kỹ thuật	ad.technically
về mặt lâm sàng	ad.clinically
về mặt lý thuyết	ad.theoretically
về mặt lịch sử	ad.historically
về mặt phát triển	ad.developmentally
về mặt thương mại	ad.commercially
về mặt thị giác	ad.visually
về mặt thống kê	ad.statistically
về mặt toán học	ad.mathematically
về mặt văn hóa	ad.culturally
về mặt vật chất	ad.materially
