24	n.xxiv
penempelan	n.pasting
penemu	n.finder@n.inventor@n.inventors@n.finders@n.discoverer
penemuan	n.discovery@n.invention@n.discoveries@n.inventions
penemuan kembali	n.reinvention
penenang	n.sedation
penendang	n.kicker@n.kickers
penengah	n.arbiter
penentang	n.objector@n.protester@n.objectors
penentu	n.determinants@n.specifier@n.specifiers
penentu handicap	n.handicapper
penentuan	n.determination@n.determinations
penentuan prioritas	n.prioritization
penenun	n.weaver@n.weavers
penerang	n.illuminator
penerangan	n.illumination@n.illuminations
penerapan	n.applicability
penerbang	n.flyer@n.aviator@n.airman@n.flier@n.fliers@n.aviators
penerbangan	n.flight@n.flights@n.aviation@n.flt@n.flite
penerbangan luar angkasa	n.spaceflight
penerbangan misi	n.sortie
penerbit	n.publisher@n.publishers@n.issuer@n.issuers
penerbitan	n.publishing@n.issuance
penerbitan ulang	n.reissue@n.republication@n.reissues
penerima	n.receiver@n.recipient@n.recipients@n.receivers@n.taker@n.acceptor@n.addressee@n.rcpt
penerima barang	n.consignee
penerima hibah	n.grantee@n.grantees
penerima manfaat	n.beneficiaries@n.beneficiary
penerima pembayaran	n.payee
penerima pengalihan	n.transferee
penerima penghargaan	n.awardees
penerima tugas	n.assignee
penerimaan	n.acceptance@n.admission@n.reception@n.admissions@n.admittance@n.takings@n.acceptances
penerimaan kembali	n.readmission
penerjemah	n.translator@n.translators@n.interpreter@n.interpreters@n.transcriber
penerjemahan	a.translational
penerus	n.successors
penerusan	n.forwarding
penetapan	n.enactments
penetapan biaya	n.costing
penetapan harga	n.pricing
penetapan ulang distrik	n.redistricting
penetapan zona ulang	n.rezoning
penetasan	n.hatching
penetes	n.dropper
penetrasi	n.penetration@n.penetrations
pengabaian	n.waiver@n.neglect@n.disregard@n.waivers@n.abandonment@n.neglects
pengabdian	n.devotion
pengaburan	n.blurring@n.obfuscation
pengacak	n.scrambler
pengacakan	n.randomization
pengacara	n.attorney@n.lawyer@n.lawyers@n.attorneys@n.solicitor@n.solicitors@n.atty@n.barrister@n.barristers
pengacau sinyal	n.jammer
pengadaan	n.procurement@n.sourcing@n.procurements
pengadaan sumber daya	n.resourcing
pengadilan	n.court@n.courts@n.tribunal@n.tribunals@n.chancery
pengadopsi	n.adopters@n.adopter
pengadu	n.complainant@n.fink@n.informer@n.complainants@n.snitch
pengadukan	n.churning
pengagum	n.admirers@n.admirer
pengait	n.clasps@n.cleat
pengajaran	n.teaching
pengaju	n.submitters
pengajuan	n.submission@n.filing@n.submissions@n.filings@n.submittal
pengakhir	n.finishers
pengakhiran	n.termination@n.terminations
pengaktif	n.enabler@n.activators
pengaktifan	n.actuation
pengaktifan kembali	n.reactivation
pengakuan	n.recognition@n.admission@n.confessions@n.acknowledgement@n.confession@n.recognitions
pengakuisisi	n.acquirer
pengalaman	n.experience@n.experiences@n.exp@a.experiential
pengalengan	n.canning
pengali	n.multiplier
pengalih	n.switcher@n.switchers
pengalihan	n.diversion@n.redirection@n.diversions@n.redirects
pengalihan hak	n.vesting
pengalihan hak milik	n.conveyancing
pengaliran	n.perfusion
pengalokasi	n.allocator
pengamat	n.observer@n.observers@n.watchers@n.watcher@n.spotter
pengamat bintang	n.stargazer
pengamat burung	n.birders@n.birdman
pengamatan	n.observations@n.observation@a.observational
pengamatan bintang	n.stargazing
pengamatan burung	n.birding@n.birdwatching
pengambil	n.takers@n.taker@n.getter
pengambilalihan	n.takeover@n.takeovers@n.expropriation
pengambilan	n.retrieval
pengambilan sampel	n.sampling
pengambilan sidik jari	n.fingerprinting
pengambilan ulang	n.retake
pengamplasan	n.sander
pengampunan	n.forgiveness@n.pardon@n.clemency@n.absolution@n.pardons
penganalisis	n.analyser@n.analysers
penganggaran	n.budgeting
pengangguran	n.unemployment@n.slacker@n.idler
pengangkat	n.lifter@n.lifters
pengangkatan	n.lifting@n.uplift@n.excision@n.hoisting
pengangkatan kembali	n.reappointment
pengangkut	n.movers@n.transporter@n.transporters@n.haulers@n.hauler
pengangkutan	n.conveyance@n.haulage
penganiayaan	n.persecution
pengantar	n.introduction@a.introductory@n.usher@n.intros@n.ushers
pengantin	a.bridal
pengantin baru	n.honeymooners@n.newlyweds
pengantin pria	n.groom@n.grooms@n.bridegroom
pengantin wanita	n.bride@n.brides
penganut	n.adherents@n.adherent
penganut Jain	n.jain
penganut Tao	n.taoist
penganut bidah	n.heretic
penganut kreasionisme	n.creationists
penganut paham negara	n.statist
penganut utilitarianisme	n.utilitarian
pengap	a.stuffy@a.stifling
pengapian	n.ignition
pengapung	n.floater
pengapungan	n.flotation
pengarah	n.deflector
pengarahan	n.briefing@n.briefings@n.debriefing
pengarang	n.author
pengarsip	n.filer
pengarsipan	n.archiving
pengaruh	n.effect@n.influence@n.influences@n.leverage@n.sway@n.clout
pengarung	n.rafter
pengarusutamaan	n.mainstreaming
pengasah	n.sharpener@n.sharpeners
pengasahan	n.honing
pengasapan	n.fumigation
pengasaran	n.roughing
pengasih	a.merciful
pengasingan	n.exile@n.seclusion
pengaspalan	n.paving
pengasuh	n.nanny@n.carers@n.caregivers@n.caregiver@n.sitter@n.carer@n.sitters@n.caretakers@n.minder
pengasuh anak	n.babysitter@n.nannies@n.babysitters
pengasuhan	n.caregiving
pengasuhan anak	n.parenting@n.babysitting
pengatur	n.arranger
pengatur volume	n.fader
pengatur waktu	n.timer@n.timers
pengaturan	n.setting@n.settings@n.setup@n.arrangements@n.arrangement@n.setups@n.regularization
pengaturan huruf	n.typesetting
pengaturan ulang	n.resetting
pengaturan waktu	n.timing@n.timings
pengawal	n.escort@n.escorts@n.bodyguard@n.goons@n.bodyguards
pengawal ksatria	n.squires
pengawas	n.supervisor@n.superintendent@n.supervisors@n.watchdog@n.superintendents@n.overseer@n.gatekeepers@n.sentinels
pengawas keuangan	n.comptroller
pengawasan	n.surveillance@n.supervision@n.oversight@a.supervisory
pengawasan ketat	n.scrutiny
pengawet	n.preservatives@n.preservative
pengayaan	n.enrichment
pengebirian	n.castration
pengebom	n.bomber@n.bombers@n.bombardier
pengeboman	n.bombing@n.bombings@n.bombardment
pengebor	n.driller
pengeboran	n.drilling
pengecap	n.stamper
pengecatan dasar	n.priming
pengecer	n.retailer@n.retailers@n.reseller
pengecoran	n.casting@n.foundry
pengecualian	n.exception@n.exceptions@n.exemption@n.exclusion@n.exc@n.exemptions@n.exclusions@n.dispensation
pengecut	n.coward@a.craven@a.cowardly@n.cowards@n.wimp@a.wimpy@n.weenie
pengedar	n.pusher
pengeditan	n.editing
pengejar	n.chaser@n.chasers
pengejaran	n.chase@n.pursuit@n.pursuits@n.chases@n.pursuance
pengekangan	n.restraint@n.restraints
pengeksporan	n.exportation
pengelakan	n.circumvention
pengelas	n.welder
pengelasan	n.welding
pengeleman	n.gluing
pengelolaan	n.management
pengelompokan	n.clustering@n.grouping@n.groupings@n.banding@n.binning@n.batching@n.categorisation
pengeluaran	n.expenses@n.spending@n.expense@n.expenditure@n.expenditures@n.outlay@n.outlays@n.ejection@n.outflows
pengelupasan	n.peeling
pengemas	n.packager
pengemasan	n.packing@n.bundling@n.bagging
pengembalian	n.return@n.returns@n.rollback@n.reversion
pengembalian dana	n.refund@n.refunds@n.refunding
pengembang	n.developer@n.developers@n.expander
pengembangan	n.development
pengembara	n.wanderers@a.nomadic@n.wanderer@n.gypsies@n.nomads@a.vagabond@n.drifter@n.transients@n.sojourner@n.drifters@n.sojourners
pengembara pantai	n.beachcomber
pengembaraan	n.prowl@n.wanderings
pengemis	n.beggars@n.beggar
pengemudi	n.driver@n.drivers@n.motorist
pengenaan	n.imposition
pengenal	n.identifiers
pengenalan	n.introductions@n.recognitions
pengenalan kembali	n.reintroduction
pengencang	n.fasteners@n.fastener@n.fastening
pengencangan	n.toning
pengencer	n.thinner
pengenceran	n.dilution@n.dilutions
pengendali jarak jauh	n.remotes
pengendalian diri	n.forbearance@n.continence
pengendapan	n.depositions
pengendara	n.rider@n.riders@n.motorists
pengendara motor	n.biker@n.bikers@n.motorist@n.motorcyclists
pengendara sepeda	n.cyclist
pengendus	n.sniffer@n.sniffing
pengentalan	n.thickening
pengepak	n.packers@n.packer
pengepres	n.presser
pengepungan	n.siege
pengerahan	n.exertion
pengeras suara	n.loudspeakers@n.loudspeaker
pengerasan	n.hardening
pengerasan arteri	n.arteriosclerosis
pengereman	n.braking
pengering	n.dryer@n.dryers@n.drier
pengering rambut	n.hairdryer@n.hairdryers
pengering udara	n.dehumidifiers@n.dehumidifier
pengeringan	n.drying
pengerjaan kayu	n.woodwork
pengerjaan logam	n.metalworking@n.metalwork
pengerjaan ulang	n.refinishing@n.rework@n.reworking
pengerok	n.scrapers
pengerukan	n.dredging
pengesahan	n.enactment@n.attestation@n.approbation
pengesahan wasiat	n.probate
pengesampingan	n.override
pengetahuan	n.knowledge@n.savvy@n.lore
pengetikan	n.keyboarding
pengetuk pintu	n.knockers@n.knocker
penggabung	n.consolidator@n.joiners
penggabungan	n.merger@n.incorporation@n.mergers@n.pooling@n.amalgamation@n.concatenation@n.consolidations
penggagas	n.originators
penggajian	n.payroll@n.payrolls
penggalang	n.raiser
penggalang dana	n.fundraisers@n.raisers
penggalangan	n.rallying
penggalangan dana	n.fundraising@n.fundraiser
penggali	n.digger@n.diggers@n.excavators
penggalian	n.excavation@n.excavations@n.excavating@n.burrowing
penggalian terowongan	n.tunnelling
penggambaran	n.rendering@n.depiction@n.portrayal@n.characterisation@n.depictions@n.delineation@n.characterizations@n.portrayals
penggambaran keliru	n.misrepresentations
penggambaran yang salah	n.misrepresentation
pengganda	n.multipliers
pengganggu	n.bullies@n.intruders
pengganti	n.substitute@n.successor@n.lieu@n.replacements@n.substitutes@n.surrogate@a.surrogate@n.stead@n.alternates@n.reliever@a.countervailing@a.vicarious@n.surrogates
pengganti krim	n.creamer
pengganti sementara	n.placeholder@n.locum
penggantian	n.replacement@n.substitutions
penggantian biaya	n.reimbursement@n.reimbursements
penggantung	n.suspender
penggaris	n.ruler@n.rulers
penggaruk	n.rake@n.rakes
penggarukan	n.raking
penggelapan	n.embezzlement@n.misappropriation
penggemar	n.fan@n.fans@n.enthusiast@n.enthusiasts@n.buff@n.buffs@n.fandom@n.devotee@n.aficionado@n.aficionados
penggemar fanatik	n.fanboy@n.groupie@n.zealots@n.diehard@n.fiends@n.groupies
penggemar goth	n.goths
penggemar rave	n.raver
penggemar teknologi	n.techies
penggembala	n.herder
penggembalaan	n.grazing@n.herding
penggendong	n.slinger
penggerak	n.drive@n.mover@n.wheelers
penggerebekan	n.busts@n.raiding@n.shakedown
penggerek	n.borer@n.awl
penggergajian	n.sawmill
penggergajian kayu	n.sawmills
penggeser	n.slider@n.sliders
penggila pesta	n.raver
penggiling	n.grinder@n.grinders
penggilingan	n.mill@n.grinding@n.grind@n.milling
penggoda	n.flirt@n.teaser@n.vamp@n.teasers
penggorengan	n.fryer@n.fryers
penggosokkan	n.scrubbing
penggugat	n.plaintiff@n.plaintiffs@n.claimants@n.complainants
penggulingan	n.overthrow
pengguliran	n.scrolling
penggulung	n.winder@n.winders
penggumpalan	n.agglomeration
pengguna	n.user@n.users@n.wearer
pengguna awal	n.adopter
pengguna perahu	n.boaters
pengguna super	n.superuser
penggunaan	n.use@n.uses@n.usage@n.usages
penggunaan berlebihan	n.overuse
penggunaan kata	n.phrasing
penggunaan kembali	n.reuse
penggundulan hutan	n.deforestation
penggurunan	n.desertification
penggusuran	n.eviction@n.evictions
penghabis	n.finisher
penghafalan	n.memorizing@n.memorization
penghakiman massa	n.lynching
penghalang	n.barrier@n.obstructions@a.prohibitive
penghalang jalan	n.roadblock
penghalusan	n.refinements
penghambat	n.inhibitor@a.inhibitory@n.damper@n.retardant@a.retardant@n.suppressant
penghambatan	n.inhibition
penghancur	n.buster@n.shredder@n.crusher@n.destructor@n.stamper@n.crushers
penghancuran	n.annihilation@n.wrecking@n.destruct
penghangat	n.warmer@n.warmers
penghapus	n.remover@n.wiper@n.eraser@n.removers@n.erasers
penghapus debu	n.duster
penghapus kaca	n.wipers
penghapus program	n.uninstaller
penghapusan	n.removal@n.deletion@n.abolition@n.deletions@n.erasure@n.discontinuance
penghapusan pemisahan	n.desegregation
penghargaan	n.credit@n.award@n.awards@n.esteem@n.commendation@n.accolade@n.laurels
pengharum	n.freshener@n.fresheners
penghasil keuntungan	n.gainer
penghasut	n.agitator
penghasutan	n.sedition
penghemat	n.saver
penghematan	n.saving
penghentian	n.halt@n.cessation@n.discontinuation@n.halts@n.stoppage@n.discontinuance
penghiasan	n.beautification
penghibur	n.entertainers@n.entertainer@n.comforters
penghiburan	n.solace
penghidupan	n.sustenance
penghijauan	n.greening
penghilang rasa sakit	a.analgesic
penghilangan	n.omissions
penghina	n.defamer
penghinaan	n.humiliation@n.contempt@n.insult@n.insults@n.scorn@n.disdain@n.snub@n.slur@n.affront@n.slurs
penghindar	n.dodger
penghindaran	n.avoidance@n.evasion@n.circumvention
penghirupan	n.inhalation@n.inhaling
penghitung	n.counter@n.counters
penghitungan	n.tabulation
penghitungan ulang	n.recount@n.recounts
penghobi	n.hobbyist@n.hobbyists
penghormatan	n.tribute@n.homage@n.tributes@n.reverence@n.deference
penghubung	n.liaison@n.linker@a.connective@n.liaisons@n.couplers
penghubungan	n.attributions
penghujatan	n.blasphemy
penghuni	n.occupants@n.occupant@n.dwellers@n.occupiers@n.occupier@n.livers@n.dweller@n.inhabitant@n.denizens
penghuni asrama	n.boarder@n.boarders
penghuni bumi	n.terran
penghuni liar	n.squatters
pengicau	n.tweeters
pengidentifikasi	n.identifier@n.specifiers
pengikat	n.binder@n.binders
pengikat kaus kaki	n.garters
pengikatan	n.ligation@n.knotting
pengikis	n.scraper@n.scrapers
pengikisan	n.attrition@n.ablation@n.scraping
pengiklan	n.advertisers@n.advertiser
pengikut	n.followers@n.follower@n.followings@n.adherents@n.minion@n.adherent@n.henchmen
pengikut Freud	n.freudian
pengikut Mao	n.maoist@n.maoists
pengikut setia	n.devotees@n.devotee@n.retainers
pengikutan	n.entrainment
pengimplementasi	n.implementers
penginapan	n.inn@n.accommodation@n.lodging@n.inns@n.lodgings@n.guesthouses@n.auberge
penginapan pinggir jalan	n.roadhouse
pengindeks	n.indexer
pengindeksan	n.indexing
penginderaan	n.sensing
pengingat	n.reminder@n.reminders
penginjil	n.evangelist@n.evangelists
penginjilan	n.evangelism@a.evangelistic
penginstal	n.installer
pengintaan	n.inking
pengintai	n.lookout@n.lurker@n.spotters@n.snooper@n.prowler
pengintaian	n.recon@n.reconnaissance@n.snooping
pengintip	n.snoop@n.voyeurs
pengirim	n.sender@n.submitter@n.shipper@n.shippers@n.senders@n.submitters@n.forwarder
pengirim barang	n.forwarders
pengirim berkas	n.filers
pengirim spam	n.spammers@n.spammer
pengirim surat	n.mailer@n.mailers
pengiriman	n.shipping@n.delivery@n.shipment@n.dispatch@n.shipments@n.deliveries@n.despatch@n.transmittal@n.lading
pengiriman barang	n.consignments
pengiriman surat	n.mailing
pengiriman uang	n.remittance@n.remittances
pengiring	n.entourage
pengiring pengantin wanita	n.bridesmaid@n.bridesmaids
pengirisan	n.slicing
pengisap	n.sucker@n.suckers
pengisi	n.filler@n.fillers@n.stuffer
pengisi celah	n.shim
pengisi daya	n.charger@n.chargers
pengisian	n.filling@n.infill
pengisian ulang	n.recharge@n.reloading@n.replenishment@n.reloads
pengkabelan	n.wiring
pengkatalogan	n.cataloguing
pengkhianat	n.traitor@n.traitors@n.renegades
pengkhianatan	n.betrayal@n.treason@n.treachery
pengkhotbah	n.preacher@n.preachers
pengklasifikasi	n.classifier@n.classifiers
pengklik	n.clicker
pengkodean	n.coding@n.encoding
pengkondisian	n.conditioning
pengkritik	n.detractors@n.gadfly@n.knocker
pengkuantifikasi	n.quantifier
penglaju	n.commuters
penglihatan	n.vision@n.sight@n.eyesight
pengobatan	n.treatment@n.treatments
pengoceh	n.babbler
pengocok	n.shaker@n.shakers@n.churn@n.whisk@n.beater@n.beaters@n.juggler
pengocokan	n.shuffling
pengolah tanah	n.tiller
pengolahan awal	n.pretreatment
pengolahan daging	n.meatpacking
pengolahan tanah	n.tillage
pengoles	n.polisher
pengomposan	n.composting
pengontrol	n.controller@n.controllers
pengoptimal	n.optimizer@n.optimizers
pengorbanan	n.sacrifice@n.sacrifices@a.sacrificial
pengorbit	n.orbiter
pengoreksi	n.corrector
pengosok	n.scrubber
pengosongan	n.emptying@n.blanking
pengotoran	n.fouling@n.soiling
pengrajin	n.craftsman@n.artisan@n.artisans@n.craftsmen
pengrajin kayu	n.woodworkers
pengrajin perbaikan	n.repairer
penguap	n.evaporator
penguapan	n.evaporation@a.evaporative
penguasa	n.sovereign@n.ruler@n.rulers@n.overlord@n.dominator@n.sovereigns
penguasaan	n.mastery
penguatan	n.strengthening@n.reinforcement@n.fortification
pengubah	n.changer@n.modifier@n.changers@n.modifiers
pengubahan ukuran	n.resizing
penguburan	n.burials@n.interment
pengucapan	n.pronunciation@n.voicing
pengudusan	n.sanctification
penguin	n.penguin@n.penguins
penguji	n.examiner@n.tester@n.testers@n.trier
penguji coba	n.experimenter
pengujian	n.testing
pengukir	n.carver@n.engravers@n.engraver@n.graver
pengukur	n.gauge@n.gauges
pengukur jarak	n.rangefinder
pengukuran	n.measurement@n.measurements@n.metering@n.meas
pengukuran kedalaman	n.soundings@n.bathymetry
pengukusan	n.steaming
pengulang	n.repeaters
pengulangan	n.repeat@n.repeats@n.repetition@n.repetitions
pengulangan kejahatan	n.recidivism
pengulas	n.reviewer@n.reviewers
pengulitan	n.skinning
pengumpan	n.feeder@n.feeders@n.hoppers
pengumpul	n.collector@n.convener@n.concentrators@n.gatherer@n.gatherers
pengumpulan	n.roundups
pengumuman	n.announcements@n.announcement@n.promulgation@n.pronouncements@n.proclamations@n.affiche
pengunci	a.locking
penguncian	n.lockout
pengunduran diri	n.resignation@n.resignations
pengungkapan	n.disclosure@n.revelation@n.disclosures@n.unveiling@n.uncovering
pengungkit	n.leverages
pengungsi	n.refugees@n.refugee@n.evacuees
penguningan	n.yellowing
pengunjuk rasa	n.protesters@n.protestors@n.protester
pengunjung	n.visitors@n.visitor@n.goers
pengunjung restoran	n.diners
penguntit	n.stalker
penguntitan	n.stalking
pengupas	n.peeler
pengupas kulit	n.husker
pengupasan	n.paring
pengurai kode	n.decoders
penguraian	n.parsing
pengurang	n.reducer
pengurangan	n.reduction@n.reductions@n.deduction@n.abatement@n.subtraction@n.attrition@n.alleviation@n.cutbacks@n.decrement@n.minimisation@n.diminution@n.lessening@n.derogation@n.curtailment
pengurapan	n.anointing
pengurus	n.caretaker
pengurus pemakaman	n.undertaker
pengurut	n.sequencer
pengurutan	n.sequencing
pengusaha	n.entrepreneur@n.entrepreneurs@n.businessman@n.businessmen@n.proprietors
pengusaha industri	n.industrialists
pengusik	n.gnats
pengusir setan	n.exorcist
pengusiran	n.expulsion@n.evictions
pengusiran setan	n.exorcism
pengusul	n.proposer@n.proposers
pengusung	n.bearers
penidur	n.sleepers
penikaman	n.stabbing
penilai	n.appraiser@n.assessor@n.appraisers@n.evaluator@n.grader@n.assessors@n.adjuster@n.evaluators@n.rater@n.valuers
penilaian	n.rating@n.assessment@n.judgment@n.scoring@n.assessments@n.appraisal@n.valuation@n.grading@n.judgement@n.judging@n.judgments@n.appraisals@n.valuations@n.judgements@a.evaluative
penilaian akhir	a.summative
penilaian ulang	n.revaluation@n.reassessment
penimbunan	n.hoarding
penimpaan	n.overwriting
penindas	n.bully
penindasan	n.suppression@n.oppression@n.victimization
peninggalan	n.relic@n.legacies
peningkatan	n.increase@n.increases@n.boost@n.upgrades@n.enhancement@n.enhancements@n.uplift@n.furtherance@n.intensification@n.betterment
penipisan	n.depletion
penipu	n.hustler@n.dodger@n.cheater@n.frauds@n.cheaters@n.humbug@n.sharpie@n.duper@n.scammers@n.pretender@n.trickster
penipu licik	n.trickster
penipuan	n.con@n.fraud@n.scam@n.scams@n.deception@n.deceit@n.spoofing@n.frauds@n.swindle
peniru	n.poser@n.mimic@n.copycat@n.mimics@n.pretenders@n.imitators@n.impersonators
peniruan	n.impersonation
penis	n.cock@n.dick@n.penis@n.cocks@n.dicks@a.penile@n.penises
penisilin	n.penicillin
penistaan	n.blasphemy
penitipan anak	n.childcare@n.daycare
peniup	n.blower@n.blowers@n.bellows
peniup seruling	n.pipers
peniup terompet	n.hornblower
penjadwal	n.scheduler
penjadwalan	n.scheduling@n.calendaring
penjadwalan ulang	n.rescheduling
penjaga	n.guard@n.guardian@n.guards@n.keeper@n.sentinel@n.guardians@n.keepers@n.sentry@n.caretaker@n.watchman@n.wardens@n.custodians@n.caretakers@n.minder@n.watchmen@n.sentinels
penjaga gawang	n.goalkeeper@n.goaltender@n.goalies
penjaga gedung	n.janitor@n.janitors
penjaga gerbang	n.gatekeeper@n.gatekeepers
penjaga gereja	n.sexton@n.beadle
penjaga hutan	n.rangers@n.ranger
penjaga lapangan	n.fielder
penjaga pantai	n.lifeguard@n.coastguard
penjaga pintu	n.gatekeeper@n.bouncer@n.bouncers@n.doorman
penjaga toko	n.shopkeeper
penjagaan	n.vigil
penjahat	n.criminal@n.criminals@n.outlaw@n.villains@n.villain@n.crooks@n.crook@n.outlaws@n.gangsters@n.rogues@n.felon@n.felons@n.scoundrels
penjahat bersenjata	n.gunman
penjahat nekat	n.desperado
penjahit	n.tailor@n.tailors
penjahit wanita	n.seamstress
penjaja	n.hawker
penjajah	n.colonists@n.occupiers@n.occupier
penjajaran	n.alignments
penjamin	n.underwriters@n.underwriter@n.guarantor
penjaminan	n.underwriting@n.surety
penjangkaran	n.anchoring
penjangkauan	n.outreach
penjara	n.prison@n.jail@n.prisons@n.jails@n.quod@n.penitentiary@n.lockup@n.jailhouse@n.pokey@n.slammer@n.gaol
penjara bawah tanah	n.dungeon@n.dungeons
penjara kapal	n.brig
penjarah	n.looters
penjarahan	n.looting@n.pillage
penjaringan	n.trawling
penjatahan	n.rationing
penjawab	n.answerer
penjawab telepon	n.ringers
penjebak	n.trapper
penjebakan	n.entrapment
penjelajah	n.explorer@n.rover@n.pathfinder@n.explorers@n.rovers@n.voyageurs
penjelajahan	n.traversal
penjelajahan gua	n.caving
penjelasan	n.explanation@n.explanations@a.explanatory@n.clarifications@a.expository
penjelasan makna	n.disambiguation
penjelmaan	n.incarnations
penjemputan	n.pickups
penjendelaan	n.windowing
penjepit	n.clamps@n.tong@n.vise@n.tongs@n.forceps@n.gripper@n.collet@n.plier
penjepitan	n.clamping
penjilidan	n.binding
penjinak	n.tamer@n.whisperer
penjinakan	n.taming
penjual	n.seller@n.sellers@n.vendor@n.salesman@n.salesmen
penjual bahan makanan	n.grocers@n.grocer
penjual buku	n.booksellers@n.bookseller
penjual bunga	n.florist
penjual es	n.iceman
penjual kembali	n.resellers
penjual lewat telepon	n.telemarketers
penjual perlengkapan	n.outfitter
penjualan	n.sale@n.sales@n.clearance
penjualan eceran	n.retails
penjualan kembali	n.resale@n.resales
penjualan lewat telepon	n.telesales
penjualan otomatis	n.vending
penjudi	n.gambler@n.gamblers
penjumlahan	n.summation
pennyweight	n.dwt
penobatan	n.coronation
penodaan	n.desecration
penolak	n.repellent@n.repellents@n.objectors
penolakan	n.denial@n.rejection@n.refusal@n.disapproval@n.negation@n.noes@n.declination@n.denials@n.repudiation@n.repulsion@n.renunciation@n.rejections
penombak	n.lancer@n.spearman
penomoran	n.numbering
penomoran halaman	n.pagination
penonaktifan	n.decommissioning@n.inactivation@n.deactivation
penonton	n.audience@n.viewer@n.audiences@n.spectator@n.spectators@n.gawker@n.bystander@n.bystanders@n.onlookers
penopang	n.brace@n.struts@n.buttress@n.trestle@n.shoring
penopang tambang	n.stull
pensil	n.pencil@n.pencils
pensiun	n.retirement@n.pension@a.retired@n.pensions@n.ret@v.retire@a.retiring@v.retires@n.retirements
pensiunan	n.retirees@n.pensioners@n.retiree@n.pensioner
pensiunan musim dingin	n.snowbird
penskalaan	n.scaling@n.scaler
penstabil	n.stabilizer
pentagram	n.pentagram
pentahapan	n.phasing
pentahbisan	n.ordination
pentakel	n.pentacle
pentakosta	n.pentecost
pentatoan	n.tattooing
pentet	n.shrike
penthouse	n.penthouse
penting	a.important@v.matter@a.significant@a.critical@a.essential@v.matters@a.vital@a.imperative@a.pivotal@v.mattered@a.fateful@a.momentous@a.weighty
pentingnya	n.importance
pentungan	n.cosh
penuaan	n.aging@n.ageing
penuai	n.reaper
penuduh	n.accuser
penugasan	n.tasking
penugasan ulang	n.reassignment
penuh	a.full@a.packed@a.rife@v.brim@a.undivided@a.replete@a.riddled@a.teeming@a.heaped
penuh alang alang	a.reedy
penuh cinta	a.amorous
penuh dengan	a.steeped@a.fraught
penuh gairah	a.passionate
penuh harapan	a.hopeful@a.wishful
penuh kasih	a.loving@a.affectionate
penuh kebahagiaan	a.blissful
penuh kebencian	a.hateful
penuh kemenangan	a.triumphant
penuh kutu	a.nitty
penuh muatan	a.laden
penuh perasaan	a.soulful
penuh perhatian	a.thoughtful@a.attentive
penuh perhitungan	a.calculating
penuh peristiwa	a.eventful
penuh pertimbangan	a.considerate
penuh rasa	a.flavorful
penuh risiko	a.perilous
penuh sampah	a.littered
penuh sampai tumpah	v.brimming
penuh semangat	a.impassioned
penuh sesak	a.crowded@a.crammed@ad.chock@a.swarming
penuh teka teki	a.enigmatic
penuh tekanan	a.stressful
penuh uap	a.steamy
penukar	n.exchanger@n.exchangers
penularan	n.contagion
penulis	n.author@n.authors@n.writer@n.writers
penulis bersama	n.coauthor
penulis biografi	n.biographer
penulis drama	n.playwright@n.playwrights
penulis iklan	n.copywriter
penulis lagu	n.songwriter@n.songwriters
penulis lirik	n.lyricist
penulis skenario	n.screenwriter@n.screenwriters
penulisan	n.authoring
penulisan lagu	n.songwriting
penulisan naskah	n.copywriting
penulisan skenario	n.screenwriting
penulisan ulang	n.rewrite@n.rewrites
penumbuk	n.pounder
penumbuk partikel	n.collider
penumpang	n.passenger@n.passengers
penumpang gelap	n.hitchhiker@n.stowaway@n.hitchhikers
penumpuk	n.stacker
penumpukan	n.buildup@n.accumulations@n.superposition
penumpukan cairan perut	n.ascites
penundaan	n.delay@n.delays@n.adjournment@n.continuance@n.deferral@n.procrastination@n.postponement@n.deferment
penundukan	n.subordination@n.subjection
penunggak utang	n.deadbeat
penunggang kuda	n.equestrian@n.horsemen@n.horseman
penunjuk	n.pointer@n.pointers@n.designator
penunjuk arah	n.navigators
penunjuk arah angin	n.vane
penunjukan	n.appointment@n.designation@n.designations
penuntut	n.claimant
penuntut takhta	n.pretender
penuntutan	n.prosecution@n.prosecutions
penurunan	n.decrease@n.decline@n.downs@n.decreases@n.declines@n.sag@n.downturn@n.downgrade@n.subsidence@n.downgrades@n.decrement@n.diminution
penutup	n.cover@n.covers@n.covering@n.stopper@n.coverings@n.flaps@n.topper@n.stoppers@n.epilogue
penutup aerodinamis	n.fairing
penutup bagasi	n.tonneau
penutup betis	n.gaiters
penutup kepala	n.headgear
penutup mata	n.blindfold
penutup mesin	n.cowling
penutup noda	n.concealer
penutupan	n.closing@n.closure@n.shutdown@n.closures@n.closings@n.capping
penutupan debat	n.cloture
penutur bahasa perancis	n.francophone
penyadapan	n.eavesdropping@n.interceptions@n.wiretap@n.wiretaps@n.wiretapping
penyadaran	n.resuscitation
penyair	n.poet@n.poets@n.bards
penyaji	n.renderer
penyajian yang salah	n.misrepresentations
penyakit	n.disease@n.diseases@n.illness@n.sickness@n.illnesses@n.ailments@n.ills@n.ailment@n.maladies
penyakit ginjal	n.nephropathy
penyakit kulit	n.mange
penyakit kuning	n.jaundice
penyakit tanaman	n.blight
penyalahguna	n.abusers@n.abuser
penyalahgunaan	n.abuse@n.misuse@n.misappropriation
penyaliban	n.crucifixion
penyalin	n.transcriber@n.transcribers
